Question,Answer
-2744.02 - -3554,809.98
4321 - 143.75,4177.25
-866.41 - 3951.01,-4817.42
-3721 - -1378.48,-2342.52
-1382.88 - 1581.56,-2964.44
4817.78 - 2398,2419.78
-749.07 - -4354.75,3605.68
-642.45 - 1616,-2258.45
-2049.3 - 1612.07,-3661.37
1920.37 - 1747.25,173.12
-2832 - 867,-3699.0
88.36 - -4226,4314.36
-3155 - -2251.32,-903.68
2678.61 - -2834.13,5512.74
702.89 - 3822.68,-3119.79
3079.9 - -4926,8005.9
3384 - 981.76,2402.24
4603 - 1950.9,2652.1
-2110 - -790,-1320.0
1421 - 4043,-2622.0
-4400.04 - -4814.64,414.6
775 - -1717.81,2492.81
2366.08 - 4401.89,-2035.81
3021.94 - -821.45,3843.39
3868.34 - -484.3,4352.64
329.07 - -3978.4,4307.47
202.92 - 2809,-2606.08
-911 - -4590.57,3679.57
297.61 - 779.57,-481.96
-775 - -4874,4099.0
-2995.02 - 2503.51,-5498.53
3196.69 - -492,3688.69
1584.53 - 1737.37,-152.84
2479 - -254,2733.0
-3432.59 - -203,-3229.59
1014.96 - -3079.87,4094.83
3809.98 - 1171,2638.98
1032 - 3002,-1970.0
-3311.7 - 1047.45,-4359.15
2874.79 - -4620,7494.79
-3774 - -2350.45,-1423.55
-4126.95 - 1933.57,-6060.52
3563.07 - -1267,4830.07
839.72 - 2105.09,-1265.37
1087.53 - -1737.92,2825.45
2441 - 3306.64,-865.64
-3699.68 - -2680.78,-1018.9
2364.36 - -3778.8,6143.16
-1593.94 - -4083.18,2489.24
-4796.74 - 715.76,-5512.5
-979 - 690.33,-1669.33
498 - -1425.19,1923.19
3442.27 - 3870.56,-428.29
-1726 - 4058.37,-5784.37
1424.93 - 4574.61,-3149.68
1159 - -2699.74,3858.74
4031.97 - -3777,7808.97
836.36 - -3072.02,3908.38
1058.12 - 3140.86,-2082.74
-2459.59 - 697,-3156.59
902.32 - -2781.35,3683.67
-2006.19 - 3741.89,-5748.08
4416.15 - 1447,2969.15
-4347 - 940,-5287.0
-989.95 - -4354.12,3364.17
-4075.28 - 65.72,-4141.0
1113.97 - -4745.76,5859.73
1452.14 - -3886.7,5338.84
1258.47 - -3113.65,4372.12
374 - -2188.92,2562.92
-4022 - -3061.56,-960.44
-2691 - -1276,-1415.0
4057 - 4666,-609.0
-4265 - -4630.42,365.42
981.27 - -745.61,1726.88
-3608 - -3134.29,-473.71
3777.08 - 638.1,3138.98
3873 - -2064.85,5937.85
-1542.63 - -2749.55,1206.92
1072 - 943.17,128.83
-1460 - 2381.74,-3841.74
4521.37 - -3868.31,8389.68
-2414.45 - 2702,-5116.45
-4715.25 - 819.09,-5534.34
3369.01 - -3590.48,6959.49
295.37 - 1665.66,-1370.29
1421.66 - 274,1147.66
3802.27 - 3782.05,20.22
3280.0 - -3299,6579.0
2532 - -357.47,2889.47
-4456.0 - -87,-4369.0
-1470 - -3069.93,1599.93
4223.17 - 4505.68,-282.51
-379.72 - 533.93,-913.65
-961.75 - 477.71,-1439.46
1974.36 - -958.11,2932.47
3830.76 - 4016.39,-185.63
-1583 - -3884.26,2301.26
-4988 - -2287,-2701.0
4114.24 - -4841,8955.24
-1427.06 - -4655,3227.94
-4449 - 2818.18,-7267.18
1056 - 1476.89,-420.89
-3367.95 - -4546,1178.05
1597.02 - -3010.91,4607.93
-4397 - 98,-4495.0
784.36 - 1458.39,-674.03
-3146 - 4696,-7842.0
3895 - -551.19,4446.19
-2291.63 - -1930.79,-360.84
-3319.8 - -2911.95,-407.85
1428.23 - 1223.37,204.86
-4292 - -4958.45,666.45
-2458.41 - 4183,-6641.41
4801.04 - 1184,3617.04
1126 - -459.2,1585.2
-4726.62 - -2220.45,-2506.17
-3782.57 - -2456.06,-1326.51
2220.13 - -2488.56,4708.69
1260 - -1777.75,3037.75
2422.98 - -2415.02,4838.0
-4317.53 - -2725,-1592.53
-2213 - -4339,2126.0
4349 - -4974,9323.0
185.88 - 3623,-3437.12
-3985 - 3752.61,-7737.61
3736 - -81.05,3817.05
-167 - -4319.12,4152.12
-4281.24 - 1627,-5908.24
-3779.26 - -211.96,-3567.3
-3068.43 - 2074.5,-5142.93
4377.37 - 2619,1758.37
1779.36 - 2546.15,-766.79
4216.87 - 710,3506.87
-3295.69 - 3119.53,-6415.22
-2147.86 - 2864.47,-5012.33
-2265.08 - -4857.2,2592.12
-136.23 - 3382.34,-3518.57
-4179.51 - 3051.78,-7231.29
2742.71 - -1150.62,3893.33
1836 - -3981.67,5817.67
2263.36 - 4109.37,-1846.01
239.94 - -1833.28,2073.22
-3464 - 118.24,-3582.24
4697.16 - 2812.11,1885.05
3542 - -2379.86,5921.86
3761.13 - 3078.19,682.94
-4719.7 - 2946.37,-7666.07
2249.71 - 4595.49,-2345.78
3106 - -3079,6185.0
-4242 - -3741.71,-500.29
2772 - 3824.84,-1052.84
-1167.03 - -4909.03,3742.0
-1113 - 2948.52,-4061.52
-1986.84 - 24.96,-2011.8
3826.43 - 2333.04,1493.39
-3627 - 1850,-5477.0
-2156 - -1410.8,-745.2
3797.71 - -4951.86,8749.57
4260.26 - -2483,6743.26
-243.4 - -2925.85,2682.45
-3380.26 - -4048,667.74
-840.27 - 3087,-3927.27
-2084.96 - 4637,-6721.96
2068 - 2992,-924.0
3942 - 1650.09,2291.91
646.25 - -2802.38,3448.63
-1005.13 - 2089.89,-3095.02
308.62 - -2577.7,2886.32
3081.41 - 4984.58,-1903.17
12.57 - -4548.85,4561.42
-3678.57 - -3198,-480.57
-1344.41 - 1365.99,-2710.4
3249.8 - -2914.33,6164.13
-4272 - 3444.56,-7716.56
-4554 - 1460.61,-6014.61
-681.72 - -256.39,-425.33
2979 - -1763.05,4742.05
1472.71 - 1554.39,-81.68
3199.13 - -2373.33,5572.46
2035.48 - 4833.01,-2797.53
2461 - 3318,-857.0
3498.58 - 3946.94,-448.36
3279.44 - 1350,1929.44
-1908 - 3801,-5709.0
-3684.1 - 885.13,-4569.23
-4170.35 - 1560.28,-5730.63
-1965.99 - -2797,831.01
-2157.53 - -4088,1930.47
3076.53 - -1479.12,4555.65
-444.06 - 469.37,-913.43
-3557.75 - 13.09,-3570.84
832.14 - 438,394.14
3001.05 - 4015.5,-1014.45
4598.61 - -362.43,4961.04
-2021.03 - 3873.71,-5894.74
-985 - -3641.68,2656.68
-2067.21 - -3545.52,1478.31
3605 - -3151.44,6756.44
-1869.71 - 1673,-3542.71
-571 - 2450.14,-3021.14
-493.11 - -3309.03,2815.92
3809 - -649.2,4458.2
-71 - 2733,-2804.0
4306.19 - 4109.25,196.94
-666.14 - 2315.6,-2981.74
-4223.37 - 1025,-5248.37
-3716.93 - 2174.95,-5891.88
3662.8 - 2158,1504.8
1223.19 - -759.78,1982.97
2789 - -133.52,2922.52
1594.35 - -419.27,2013.62
3646.0 - -1549,5195.0
-4570.22 - 4120,-8690.22
184.23 - 2027,-1842.77
-4228 - -2954,-1274.0
-2571.85 - 2553.28,-5125.13
-2864.69 - -166,-2698.69
4336 - 3114.68,1221.32
491.78 - 3026.87,-2535.09
2451.72 - 1312.6,1139.12
-4431.53 - -1407.24,-3024.29
1027.7 - 509.91,517.79
3327.33 - -3504.86,6832.19
-3542 - -2126,-1416.0
-3500.83 - -3512.55,11.72
-915 - -2600,1685.0
-547.6 - -1193,645.4
-1721.36 - 4325.78,-6047.14
3578 - 102.12,3475.88
-2083.2 - -1762.95,-320.25
-1005.37 - -1667,661.63
2672.29 - 1900.69,771.6
-1257.12 - -2068.24,811.12
2660.22 - 279.05,2381.17
3827.59 - 3955.03,-127.44
2518.0 - -1847,4365.0
4830.32 - -4602,9432.32
2210.74 - -2899.89,5110.63
2848.92 - -1805.4,4654.32
-79.63 - -2965,2885.37
3099.27 - 4757.19,-1657.92
872.35 - -9.63,881.98
-4412.04 - -1961,-2451.04
4975 - 133.43,4841.57
-924.41 - 1189,-2113.41
3979.46 - 3109.07,870.39
1224.19 - 2728.82,-1504.63
3200 - 3569.31,-369.31
20.17 - 1431.93,-1411.76
2569.54 - 3358.25,-788.71
242.07 - -4565.14,4807.21
-371 - -913.96,542.96
-937 - 4837.76,-5774.76
-267 - 1100.1,-1367.1
788.49 - -1464.35,2252.84
-1757.65 - 3955.59,-5713.24
-3821.53 - -545.25,-3276.28
-567 - 4274.4,-4841.4
1986.96 - 2942.11,-955.15
-2890 - 613,-3503.0
-4534 - 2588.66,-7122.66
3448.21 - -2088.03,5536.24
2147 - -681.62,2828.62
3103.54 - 4967.56,-1864.02
4459.9 - 3035.55,1424.35
-3950.06 - -715,-3235.06
2788.25 - -4209.51,6997.76
2477 - 3916.25,-1439.25
2834.51 - 90.77,2743.74
4769.95 - -4502,9271.95
-4225.57 - -1345.11,-2880.46
4536.15 - -3711,8247.15
3280.76 - 1621.49,1659.27
524.4 - -4699.46,5223.86
-1760.0 - -446,-1314.0
-3159.23 - 4617.48,-7776.71
-3485.34 - 2906.97,-6392.31
-1077 - 886.21,-1963.21
2014.07 - -4989.7,7003.77
611.61 - -3919.44,4531.05
2474.23 - -1460.19,3934.42
2588 - 631.43,1956.57
-506 - 3172,-3678.0
-792.47 - 3460.31,-4252.78
-1287.53 - 332.91,-1620.44
3622.24 - 4511.33,-889.09
-3956.62 - 1435.94,-5392.56
-3590.35 - 3046.93,-6637.28
-2490.31 - -3618.97,1128.66
-3861.78 - 2294,-6155.78
-3386.36 - -4078.83,692.47
-4997.66 - -3517.67,-1479.99
-1895.93 - 1191.29,-3087.22
-1485 - 3265.19,-4750.19
-3929.17 - -3751.93,-177.24
-1982 - 4083.09,-6065.09
-596 - 1295.57,-1891.57
-4745.76 - 3891,-8636.76
-2673.44 - -4558.04,1884.6
-2486.24 - 4051.77,-6538.01
-2533 - -3388.98,855.98
26 - 2764,-2738.0
3651.55 - 573.57,3077.98
128 - -1343,1471.0
3149.57 - 2719.26,430.31
-3436.13 - 806.9,-4243.03
301 - 991.83,-690.83
1812 - 2892,-1080.0
942.71 - 3837.68,-2894.97
4410.44 - -2972.18,7382.62
1823 - -1265.37,3088.37
-903.95 - -4533.07,3629.12
-164 - -474.22,310.22
2364 - 3292,-928.0
3289.1 - 821.04,2468.06
3786.62 - 191.94,3594.68
3168.26 - -2764,5932.26
2012 - 862.57,1149.43
2858.85 - -833.23,3692.08
-1173 - -2944.51,1771.51
-4943.95 - -3345.9,-1598.05
-3983.06 - 4002.85,-7985.91
-978.42 - 3441.73,-4420.15
1020.69 - -1485.56,2506.25
3536 - -4550.63,8086.63
-1950.4 - -3965.86,2015.46
2646.14 - -1019.65,3665.79
949.71 - -4486.16,5435.87
4882 - 3151,1731.0
-609 - -256.28,-352.72
408 - 4148.24,-3740.24
1972.51 - 2261.17,-288.66
-3698.64 - 666.5,-4365.14
2270.7 - 2188.08,82.62
-1086 - 2716.06,-3802.06
-3517.89 - 2568,-6085.89
-1937.51 - -2426,488.49
1751.14 - -2328.61,4079.75
-4981.24 - -2634.92,-2346.32
-3646 - 3342.73,-6988.73
-2130 - -42.13,-2087.87
-9 - 3006.61,-3015.61
-1426.53 - -2364.06,937.53
-1999.94 - -116.22,-1883.72
-3525.18 - 2091.84,-5617.02
-1150.0 - -1610,460.0
1850.17 - 3702.99,-1852.82
2256.2 - -2986.43,5242.63
-641.72 - 2351.25,-2992.97
-3428 - -1502,-1926.0
-2045.67 - 923.93,-2969.6
-1154.19 - -2559.24,1405.05
-954.39 - 1935.54,-2889.93
4234.95 - 896.31,3338.64
-4934.94 - 3836.97,-8771.91
-4434 - -3325,-1109.0
548.21 - 1281.79,-733.58
2814.17 - 1644.22,1169.95
965 - -1935.86,2900.86
2692.68 - 4279,-1586.32
-575 - 1845.74,-2420.74
-4401.27 - 1149.51,-5550.78
-4074.69 - 3723.01,-7797.7
2633.56 - 2748.82,-115.26
1108.26 - -4790.39,5898.65
-3503.43 - -571.02,-2932.41
-2399.48 - 2326.88,-4726.36
84.42 - 380.6,-296.18
463.45 - -1783.64,2247.09
2714.79 - 653.66,2061.13
-1824.37 - 1911.04,-3735.41
-3075.91 - -2691.39,-384.52
-4834.75 - -1597.41,-3237.34
3835.74 - 299.89,3535.85
-2122.88 - -4492,2369.12
-4522 - -3440.8,-1081.2
4762.93 - -4305.49,9068.42
-1549.32 - -4369.0,2819.68
-4549.11 - 1396.28,-5945.39
-2614.98 - 1082.45,-3697.43
-1198.84 - -3704.79,2505.95
-815 - -3879.73,3064.73
-3414.89 - -4008.07,593.18
-4479.07 - -3123,-1356.07
-4604.21 - 57.51,-4661.72
2383.66 - 3953.33,-1569.67
-807 - -1554.36,747.36
-4071 - -4512,441.0
2047 - 1622.31,424.69
186.06 - -506.64,692.7
1545.57 - -1220.97,2766.54
2409 - -2880.05,5289.05
3640.67 - -4721.84,8362.51
4793 - -4818.4,9611.4
-4421.21 - 3729.22,-8150.43
2771.09 - 3917.64,-1146.55
2009 - -3519.56,5528.56
-1923.32 - -449.77,-1473.55
-704.22 - -3838,3133.78
-2064.34 - -3070.3,1005.96
4084.18 - -3445.21,7529.39
-3997.5 - -3643,-354.5
1482.97 - -3036,4518.97
4952 - -4508.36,9460.36
-4857.69 - 559.46,-5417.15
1091 - -2083.61,3174.61
514.41 - 2132.74,-1618.33
-197.83 - -4144.66,3946.83
-3132.0 - -4961,1829.0
-3508.4 - -4944,1435.6
2414.19 - -293,2707.19
4879.05 - 2323.72,2555.33
-4101.05 - 2031.75,-6132.8
-1467.88 - -1071.34,-396.54
232.95 - 2336.55,-2103.6
-2839.03 - -4337.09,1498.06
1854.95 - -1070.75,2925.7
-467.5 - -384.23,-83.27
3358 - -970.74,4328.74
-3575.52 - -1473.64,-2101.88
1021 - 1686,-665.0
-282.27 - -4126.83,3844.56
2484.88 - 3113.19,-628.31
-1134 - 821.35,-1955.35
2744.43 - 2453,291.43
-1997.13 - 2629,-4626.13
-2801 - -1478.1,-1322.9
1463 - -2979,4442.0
-1019 - -3408.51,2389.51
-1951.58 - -83,-1868.58
-3763.09 - -2056.61,-1706.48
-1498.97 - 4262.46,-5761.43
-4395.71 - 4687.91,-9083.62
162.0 - -4230.29,4392.29
-330.33 - -3033,2702.67
-3522.78 - 2097.63,-5620.41
3536.49 - -1738,5274.49
-695.59 - 20.55,-716.14
-4827.86 - -3505,-1322.86
235.34 - 58,177.34
-1595.69 - -2101.79,506.1
2423.61 - 1147.07,1276.54
-2520 - 4268.56,-6788.56
3866.83 - -4496.62,8363.45
-18.16 - 358.7,-376.86
2139 - -2935.99,5074.99
-504.31 - -4057.62,3553.31
1393.0 - 3252.65,-1859.65
2936 - 3681.94,-745.94
-3049 - -4503.03,1454.03
-4202.62 - 2857.26,-7059.88
-4764.01 - -818,-3946.01
263.12 - 2557.25,-2294.13
1092.29 - 1867.11,-774.82
-637 - -4041,3404.0
3704.43 - 1690,2014.43
4506.6 - 1840.89,2665.71
-3408.29 - -4668,1259.71
-662 - 1182.92,-1844.92
-4168 - 1422.51,-5590.51
-989.22 - 1001,-1990.22
-1083 - -4037.91,2954.91
107.0 - -4139.14,4246.14
-4682.76 - -4083,-599.76
-900.48 - 4912.16,-5812.64
-736.4 - 3483.99,-4220.39
842.16 - 456.56,385.6
-852.41 - -4433.04,3580.63
-1971.92 - 1833.26,-3805.18
2211.54 - -1219.8,3431.34
2584.77 - -388.51,2973.28
83.6 - 3618,-3534.4
4129 - 2626.08,1502.92
1627.84 - -2252.78,3880.62
4278 - 4199.94,78.06
-1230 - 779.02,-2009.02
987.77 - -3685,4672.77
-1434.16 - -2988.11,1553.95
3339.82 - 1700.81,1639.01
-48 - -1634,1586.0
4960.73 - -1412.88,6373.61
-2135.32 - -4808.15,2672.83
4163 - 4894,-731.0
2973.62 - 3752.15,-778.53
89 - 375.0,-286.0
-2411.41 - -4889.76,2478.35
-1181.9 - 2348.54,-3530.44
-4099 - -3184,-915.0
3960 - 732.52,3227.48
-1386.39 - 3530.38,-4916.77
3141.86 - -1813,4954.86
-943.6 - 2565.67,-3509.27
1073.64 - 461.15,612.49
4843.24 - -266.95,5110.19
4878.84 - 2668.5,2210.34
1341.22 - 1848,-506.78
1900 - 2614.69,-714.69
-852 - 1051,-1903.0
-1816.72 - 4395.82,-6212.54
1274.66 - -139.82,1414.48
4349.54 - 969.08,3380.46
-1070 - 2187,-3257.0
-1790 - 49,-1839.0
-2003.23 - 3761.13,-5764.36
4341 - -633.44,4974.44
1159.03 - -4233.07,5392.1
-4074 - -4068.76,-5.24
-2265 - -1825,-440.0
-915.73 - 4163,-5078.73
-2609.82 - -291.78,-2318.04
-3036.99 - 1490.35,-4527.34
815.85 - -386,1201.85
3560.37 - -1866.21,5426.58
3495.25 - 1396.27,2098.98
4580.86 - 1209.29,3371.57
-2387.63 - 4124.78,-6512.41
-1244.36 - 1135.67,-2380.03
-3636 - -2736.36,-899.64
-3767 - -1228.03,-2538.97
-2662.84 - 2979.82,-5642.66
-4513.63 - 4167,-8680.63
3881.19 - -3259.01,7140.2
-4939.85 - 1381.93,-6321.78
-2161 - -2247,86.0
3665.05 - -2841,6506.05
-3 - -3245.59,3242.59
4517.79 - -2042,6559.79
3354.32 - -4437,7791.32
-913.93 - -3933.13,3019.2
-938.53 - -1003,64.47
-1295 - 2205.48,-3500.48
3250 - 2464.46,785.54
436.37 - -3304.33,3740.7
-378.49 - -3490,3111.51
-4573 - 1536.74,-6109.74
481.46 - 7.16,474.3
-4009.19 - 4422.0,-8431.19
-1326.47 - 3967,-5293.47
4421 - 4352.47,68.53
-1956 - -798.43,-1157.57
-856 - 1794.34,-2650.34
-1977.3 - 819.53,-2796.83
-2495.86 - 3461.22,-5957.08
-2770.28 - 503.05,-3273.33
-4339 - 3636,-7975.0
2919.08 - -2930.27,5849.35
4648.53 - -1982,6630.53
-2035.02 - -995.38,-1039.64
-4995.68 - 2367.58,-7363.26
3624.74 - 2197.08,1427.66
109 - 4191.87,-4082.87
4739.07 - 4637.86,101.21
2193.68 - 2371.32,-177.64
2217.52 - -3373.4,5590.92
-3.98 - 4832.73,-4836.71
101.49 - -1601,1702.49
2483 - -3958.9,6441.9
4929.7 - 4327.66,602.04
4705.69 - -1215.4,5921.09
-203.92 - 3108,-3311.92
1688.23 - 2440,-751.77
-2912 - 799,-3711.0
-4572 - -4646.15,74.15
-877.4 - 3551,-4428.4
4190.48 - -3434.86,7625.34
870 - 2806.45,-1936.45
-56 - -3315,3259.0
-1050.99 - -2474.3,1423.31
2233.35 - 1406.63,826.72
-1239.47 - 4716.49,-5955.96
-579.88 - -3466.03,2886.15
917.82 - -754.59,1672.41
3668.77 - -659.46,4328.23
-1699 - -2128.68,429.68
-3978.83 - 4214.23,-8193.06
1353 - 2934.33,-1581.33
4490 - 3153,1337.0
3614.27 - -1652.44,5266.71
-2782.39 - 4644.24,-7426.63
323.07 - 2480.68,-2157.61
4977 - 2138.14,2838.86
-1449.83 - 4502,-5951.83
2729.16 - 884,1845.16
2354 - -2587,4941.0
4944.9 - 4283,661.9
-4252.46 - -4736.72,484.26
43.81 - -276.29,320.1
-1150.29 - 681.53,-1831.82
-2694.35 - 3345.9,-6040.25
-685.21 - 1271,-1956.21
2588.93 - 2577,11.93
-300.64 - -273,-27.64
587.6 - -3891.12,4478.72
-4870.72 - 3631,-8501.72
-1233 - 3787.74,-5020.74
-2528.15 - -3946.71,1418.56
274.97 - 4243,-3968.03
2914.33 - -4921.19,7835.52
2127.7 - 156.09,1971.61
3565.48 - -1825,5390.48
4373.13 - -3548,7921.13
481.13 - 1085.6,-604.47
2359 - -4359,6718.0
-3117 - -2519.6,-597.4
-2402.6 - 2639.26,-5041.86
-3177.05 - 4850,-8027.05
4028.63 - -3167,7195.63
3888 - 4287,-399.0
-874 - -2616.47,1742.47
-2012.37 - -4540.73,2528.36
-875 - 935,-1810.0
1334 - 3317.1,-1983.1
-236.5 - 3694,-3930.5
1932.76 - 596.31,1336.45
1526.34 - 3882.26,-2355.92
373.64 - -752,1125.64
2381.84 - 4931,-2549.16
-4595 - -2162,-2433.0
1083.14 - -4081.52,5164.66
901.59 - 632.49,269.1
-223.17 - -2988.81,2765.64
-1605.73 - 299,-1904.73
3460.14 - -4417,7877.14
-4599.99 - -1339.03,-3260.96
1075.26 - -360,1435.26
-4498.78 - 851,-5349.78
27 - -871.79,898.79
31.94 - -2864,2895.94
-3370 - 1801,-5171.0
565.73 - 2737.59,-2171.86
-3132.16 - -2447,-685.16
3916.67 - -901.46,4818.13
1767 - 4860.11,-3093.11
124.76 - 1317.98,-1193.22
3716 - 149,3567.0
4134.01 - -2524.11,6658.12
-1437 - -639.11,-797.89
-1396 - -4031.34,2635.34
436.35 - 4893.17,-4456.82
3563 - -4987.16,8550.16
1907.69 - -1730.17,3637.86
-4122 - 73.44,-4195.44
-2106 - 2832.54,-4938.54
2777.95 - 3182.62,-404.67
-1872.64 - 4159.17,-6031.81
-3118.15 - 863.03,-3981.18
679.51 - -2292.32,2971.83
-3064.95 - 1860,-4924.95
-177 - 4683.49,-4860.49
-4114 - -4403,289.0
-3102.32 - -3340.71,238.39
3344.4 - 486.37,2858.03
670.95 - -4821.34,5492.29
3256 - -4525.84,7781.84
-1468.75 - 1710.9,-3179.65
-2637.36 - -1698,-939.36
-150 - -3912.62,3762.62
-843 - 2486.94,-3329.94
1817.02 - -3709,5526.02
-4750.15 - 2744,-7494.15
-4011.07 - 3072.67,-7083.74
-2984.47 - -542.88,-2441.59
-3492.77 - 1240.23,-4733.0
2152 - 1010,1142.0
2531.37 - 2569.5,-38.13
-320.03 - -587.62,267.59
4083.03 - -2689.8,6772.83
1566.03 - -224,1790.03
-4820.15 - -4244,-576.15
4221 - 4189.98,31.02
118.51 - 1367.72,-1249.21
562.32 - 1997,-1434.68
4923.2 - -83.43,5006.63
-481.79 - -4591.14,4109.35
-4299.43 - 3372.89,-7672.32
-4345.93 - 3304.23,-7650.16
-796 - 4810.5,-5606.5
-402.04 - 221.55,-623.59
-2324.35 - 4033.91,-6358.26
-701.0 - -3372.03,2671.03
1683.14 - -2722.99,4406.13
-1709.28 - 87.82,-1797.1
-4350 - -2394.56,-1955.44
3086.47 - -3421,6507.47
-4070.04 - -610.41,-3459.63
2454 - 3198.95,-744.95
-4577 - -1315,-3262.0
2152.82 - 4199,-2046.18
1518.81 - -189,1707.81
740 - 1737.72,-997.72
2072.59 - 2467.57,-394.98
-36 - 3213,-3249.0
4516.63 - 1053.92,3462.71
-4191.66 - 93.52,-4285.18
2017 - 4430.83,-2413.83
106.73 - 3396.21,-3289.48
-4799 - -4253.97,-545.03
-3593.68 - -4854,1260.32
4332.75 - -1302.48,5635.23
4409.06 - -2918,7327.06
276.7 - 1814.68,-1537.98
4921 - 2516.25,2404.75
-1807 - -3302.68,1495.68
3241.68 - 3241,0.68
962.03 - 2548.45,-1586.42
3196.61 - -2361.7,5558.31
4454.27 - 4289.1,165.17
-3222.94 - -3879.27,656.33
-4212.55 - 3604.16,-7816.71
12.47 - 1867,-1854.53
4465.95 - 956,3509.95
2356 - -4444,6800.0
1340.07 - 4611,-3270.93
-2625.23 - -4344.91,1719.68
-815.47 - -1786.47,971.0
-4507 - 2963.03,-7470.03
-4138.86 - -2884.75,-1254.11
-3474.96 - 727,-4201.96
1655.25 - 769.19,886.06
-4957.51 - -1262.33,-3695.18
-4584.31 - 4964.1,-9548.41
-2994.04 - -3553,558.96
3537.21 - 3143.22,393.99
-540.67 - 1931,-2471.67
-3565.25 - -2902.65,-662.6
-1505.08 - -3463.44,1958.36
205 - 531,-326.0
597.78 - 1162.74,-564.96
2909 - 2196,713.0
1328.56 - 1419.79,-91.23
2994.74 - 1215.49,1779.25
-2196.01 - -141.34,-2054.67
3031.37 - 3782,-750.63
-1899 - 3275.84,-5174.84
2284 - 1049,1235.0
3261.65 - 3901.71,-640.06
2877.13 - 1942.94,934.19
-2680.01 - 3912.29,-6592.3
-2199.0 - -454.3,-1744.7
-4792.46 - -2410.89,-2381.57
640.06 - 3248.31,-2608.25
485.34 - -361,846.34
-4449 - 700.13,-5149.13
2502.03 - 802.27,1699.76
3879.6 - 597.47,3282.13
-3631 - 1050.04,-4681.04
894.54 - -2105.16,2999.7
3423.26 - -2726.04,6149.3
314.04 - -3821.04,4135.08
-4806 - -4833.23,27.23
3978 - 4633.31,-655.31
-3887 - -2706.05,-1180.95
