Question,Answer
70.19 + 34 + 97 + 77.65 + 45 + 40,363.84
6 + 28.46 + 55.24 + 22 + 15.72 + 71.05,198.47
25 + 100 + 70.2 + 25.97 + 79.66 + 51,351.83
75 + 82.9 + 36 + 93 + 73.48 + 45,405.38
25 + 55.41 + 86.89 + 14 + 80 + 7,268.3
30 + 94 + 62.58 + 17 + 68 + 38,309.58
11.45 + 27.82 + 52 + 79.72 + 62 + 54,286.99
32.36 + 57.26 + 81.42 + 4 + 61 + 67,303.04
94.91 + 88 + 76.88 + 35 + 9 + 53.74,357.53
92.28 + 53.91 + 56.57 + 28 + 8 + 48,286.76
46.13 + 99.52 + 58 + 97.69 + 100 + 68.39,469.73
24.64 + 98.27 + 62.35 + 73 + 52 + 66.81,377.07
16.39 + 78.49 + 6 + 91.09 + 47 + 48.64,287.61
27.71 + 99.54 + 4 + 13.22 + 16 + 93.15,253.62
20 + 64 + 93 + 49.38 + 48.12 + 22,296.5
28.34 + 49.19 + 66 + 16 + 11 + 100,270.53
94.75 + 21.61 + 65.62 + 77 + 62.55 + 52.9,374.43
26.36 + 36.91 + 44.83 + 76 + 68 + 54,306.1
84 + 61.61 + 41.41 + 20.75 + 37 + 63,307.77
79.82 + 1 + 9 + 5.08 + 54 + 44,192.9
4 + 16.01 + 15 + 98 + 92 + 90,315.01
39 + 15.99 + 78.35 + 50.84 + 27 + 57,268.18
55 + 88 + 82 + 66 + 53 + 91.34,435.34
35 + 12.3 + 9.61 + 17.44 + 47 + 51.68,173.03
27.38 + 48 + 66.54 + 72 + 48.47 + 65,327.39
34.39 + 59.85 + 6 + 58.03 + 52.11 + 74.38,284.76
26.39 + 9 + 29 + 59 + 92.38 + 72,287.77
52.4 + 58 + 65.63 + 66 + 37 + 31.25,310.28
53 + 28 + 13 + 38.6 + 18 + 70,220.6
87.44 + 26.5 + 92 + 9.54 + 2.66 + 56.75,274.89
94.56 + 60 + 14.75 + 64.15 + 44 + 3,280.46
37.5 + 21.49 + 46.08 + 9 + 36 + 99.36,249.43
51 + 9 + 80 + 39.13 + 65 + 94.94,339.07
14.99 + 72 + 24.51 + 50.89 + 18.14 + 32,212.53
53.69 + 67 + 37.58 + 97.78 + 78.03 + 57.35,391.43
74.73 + 71.93 + 15.57 + 89.81 + 35 + 2.46,289.5
44.88 + 92.77 + 41.27 + 19.79 + 43.75 + 47.67,290.13
22 + 54 + 57 + 56 + 81.43 + 67.28,337.71
87 + 80.08 + 97.32 + 72.46 + 31.84 + 51.38,420.08
26 + 71 + 98 + 38.2 + 53.16 + 77.75,364.11
62 + 32 + 30 + 72 + 94.93 + 36,326.93
93.4 + 22 + 40 + 13 + 31.78 + 15.42,215.6
49.37 + 54.36 + 46 + 47 + 99.27 + 50,346.0
4 + 90.2 + 38.11 + 62.3 + 97.62 + 66.61,358.84
67 + 26.53 + 87.33 + 13 + 11 + 44.05,248.91
97 + 91.14 + 47.97 + 8.58 + 91 + 96.27,431.96
97 + 77.43 + 72 + 78.81 + 30 + 50.95,406.19
72 + 26 + 20 + 48.63 + 37 + 67.32,270.95
15.6 + 98 + 27.98 + 76.48 + 81.26 + 80.18,379.5
38.88 + 23 + 25 + 26.59 + 98 + 7.79,219.26
13 + 90 + 54 + 28 + 15.81 + 50,250.81
54.32 + 42.2 + 84 + 14 + 35.06 + 66,295.58
72.14 + 97.19 + 82 + 72 + 10.7 + 81,415.03
58 + 81.93 + 89.12 + 41.99 + 49 + 96,416.04
92.16 + 72 + 30 + 51 + 12.19 + 63,320.35
99 + 82.86 + 20.4 + 21 + 73.31 + 55.0,351.57
36.71 + 2 + 88 + 65.27 + 3.33 + 77.84,273.15
60.12 + 93.17 + 48.53 + 83.56 + 48 + 11.41,344.79
45.47 + 37.15 + 26 + 16.38 + 61.05 + 35.16,221.21
77.17 + 60 + 71 + 86 + 48 + 68,410.17
31 + 6.78 + 53 + 96.29 + 33.0 + 6.18,226.25
39 + 78.5 + 79 + 45 + 79 + 30,350.5
25 + 50.08 + 66 + 43 + 74.15 + 60.93,319.16
87 + 60 + 86 + 69 + 6 + 84.04,392.04
78 + 30.34 + 86.74 + 35.29 + 99 + 56.2,385.57
7.58 + 70 + 12 + 13.86 + 66 + 20,189.44
84 + 71.88 + 16 + 55.82 + 41 + 93.65,362.35
60.76 + 34.46 + 51.63 + 77.17 + 65 + 21,310.02
62 + 64.44 + 27 + 60.26 + 1 + 62.35,277.05
36.05 + 84.78 + 9.97 + 94.29 + 7.54 + 64,296.63
14.55 + 25 + 53.4 + 4.24 + 81 + 3,181.19
82 + 44 + 91.76 + 93 + 49 + 5,364.76
78 + 35 + 45.2 + 22.07 + 7 + 48.21,235.48
25 + 61.78 + 21 + 88 + 75 + 61.52,332.3
46.05 + 59.39 + 35 + 99.22 + 27.29 + 84,350.95
13.34 + 34 + 20 + 99.17 + 50 + 13,229.51
86.02 + 90 + 8 + 45.86 + 55.24 + 88,373.12
70 + 84 + 12.66 + 65.81 + 45.4 + 78.39,356.26
44 + 19 + 6.86 + 32 + 12.58 + 63.8,178.24
24.95 + 2 + 2.71 + 79 + 62 + 55.7,226.36
77.9 + 6.25 + 91.14 + 57 + 57.81 + 85,375.1
74 + 54 + 27.79 + 35.04 + 33 + 86,309.83
53.27 + 98 + 80 + 9.92 + 5 + 68,314.19
5 + 18.71 + 88.41 + 68 + 30 + 65.36,275.48
77.21 + 41 + 61 + 36.99 + 44 + 24.79,284.99
23.14 + 96 + 80.95 + 13.19 + 68.98 + 27.6,309.86
93 + 38.53 + 85.82 + 58.01 + 13.46 + 36.02,324.84
81.01 + 8 + 18 + 60 + 66 + 9.28,242.29
13.37 + 17 + 45.7 + 79 + 31 + 32,218.07
38 + 28 + 90 + 99 + 83 + 74,412.0
20 + 37 + 87.22 + 38 + 24 + 82.96,289.18
36.0 + 89.84 + 3.8 + 10.57 + 51 + 4.04,195.25
90 + 49.07 + 81.66 + 18 + 97.01 + 56,391.74
27.04 + 67 + 61 + 3 + 23.36 + 65,246.4
70.03 + 11.08 + 23 + 28.66 + 55 + 29,216.77
85 + 89 + 91.41 + 99.25 + 30.32 + 7.75,402.73
61 + 41.1 + 26 + 81.44 + 33 + 37,279.54
84 + 95 + 7 + 90 + 23 + 28.2,327.2
78 + 16.01 + 53 + 92 + 70.49 + 73.02,382.52
68 + 84 + 84.39 + 5 + 47 + 68,356.39
89 + 71.5 + 3.39 + 73.84 + 83.71 + 30.82,352.26
23.28 + 61.82 + 65.1 + 84 + 71.06 + 98,403.26
83.48 + 67.52 + 54 + 15 + 29.79 + 26,275.79
100 + 67.66 + 37 + 33 + 4.04 + 9,250.7
47 + 43 + 10.1 + 3 + 11.1 + 78.02,192.22
32 + 68 + 63.94 + 29.84 + 95.12 + 83.34,372.24
8.56 + 70 + 54 + 17.52 + 39 + 18.04,207.12
5 + 37.84 + 85 + 52.44 + 76 + 14.03,270.31
43.31 + 85 + 57 + 91.33 + 39 + 17,332.64
13.46 + 21.02 + 66.55 + 7.9 + 15 + 6.91,130.84
18.92 + 100 + 67 + 16 + 98 + 11,310.92
34 + 84.39 + 20 + 42.45 + 90 + 5,275.84
64 + 9 + 23.69 + 25 + 80 + 16.55,218.24
57.53 + 80.53 + 20.39 + 25 + 17 + 88.43,288.88
68.48 + 34 + 50.15 + 6 + 10 + 41,209.63
78 + 29.35 + 77.4 + 39 + 32 + 86,341.75
1 + 80.6 + 52 + 12.19 + 36.24 + 48,230.03
89 + 60.32 + 43 + 7 + 66 + 72,337.32
40.76 + 84 + 75.03 + 53 + 31.59 + 4,288.38
42 + 88 + 76.49 + 51.78 + 63 + 74,395.27
29.95 + 82 + 79 + 83 + 11 + 75,359.95
51.93 + 67.7 + 41.6 + 58 + 46 + 83,348.23
61 + 91.55 + 45 + 72 + 51 + 95,415.55
72.63 + 59.29 + 10.36 + 1.5 + 90 + 57.8,291.58
38.47 + 87.46 + 27 + 91 + 36.85 + 45.94,326.72
94 + 24.95 + 67 + 98 + 71.22 + 95,450.17
48 + 47.84 + 71.76 + 11 + 90 + 57,325.6
34 + 1 + 31 + 29 + 96 + 94,285.0
99.22 + 5 + 37.5 + 9 + 80 + 38,268.72
48 + 44.97 + 96.44 + 15 + 97.44 + 98,399.85
62 + 12.63 + 71 + 70.74 + 63 + 80.04,359.41
65 + 95.87 + 76 + 89.16 + 20.02 + 76.16,422.21
20 + 64 + 5 + 84.94 + 7 + 89.75,270.69
26 + 66.15 + 82.11 + 19.23 + 73 + 72.21,338.7
2 + 91.49 + 68 + 75 + 17.76 + 15,269.25
40.06 + 28 + 39.6 + 68 + 35 + 37.9,248.56
40 + 26.66 + 32.78 + 56 + 65 + 40.58,261.02
91 + 29.81 + 81.76 + 1 + 61.67 + 60,325.24
30.93 + 49.38 + 97 + 47 + 13.06 + 99,336.37
50.9 + 86.54 + 2 + 40.67 + 83 + 88.1,351.21
86.18 + 3.46 + 25.69 + 79.85 + 35 + 97.54,327.72
4 + 61 + 64 + 3.65 + 24.13 + 7.06,163.84
95.95 + 14.43 + 55 + 27 + 4 + 10.31,206.69
55.09 + 22.66 + 25 + 95 + 84.27 + 12,294.02
19.47 + 45.38 + 56 + 53 + 20.73 + 49,243.58
35 + 34 + 46.17 + 48.98 + 87.63 + 5,256.78
16.71 + 75.13 + 92.53 + 98.54 + 20 + 53.42,356.33
49.46 + 64.2 + 11 + 53 + 13.04 + 95.69,286.39
48.41 + 56.67 + 9.63 + 24 + 94 + 51.51,284.22
33 + 57.01 + 6.18 + 94 + 82 + 41,313.19
33.35 + 63 + 1 + 67.15 + 51.99 + 88.15,304.64
92.14 + 56.94 + 27 + 82 + 80.35 + 29,367.43
14.43 + 4 + 49.55 + 66.85 + 56.52 + 75.1,266.45
76.74 + 78 + 77 + 61.62 + 44.77 + 27.37,365.5
8.84 + 19 + 17 + 61.64 + 7 + 81,194.48
56 + 95.09 + 53 + 18 + 59 + 5.07,286.16
40 + 85 + 46.97 + 11 + 66 + 75,323.97
97 + 37 + 12.82 + 61 + 8 + 2.04,217.86
11 + 32 + 68.32 + 62.77 + 1 + 68,243.09
71.28 + 57.13 + 40 + 22 + 2 + 63.55,255.96
22.87 + 21.34 + 32 + 36.48 + 87 + 44,243.69
16.56 + 28.4 + 62.63 + 99.1 + 20 + 99.04,325.73
63 + 89 + 46 + 8 + 13 + 35.18,254.18
8 + 76.91 + 29 + 12.62 + 58 + 17,201.53
92.79 + 88.02 + 18.17 + 34.39 + 71 + 77.22,381.59
10 + 63 + 22.9 + 99.9 + 20 + 86.22,302.02
25.79 + 63.61 + 81.92 + 1 + 92.9 + 97,362.22
66.36 + 91 + 81.9 + 2.33 + 59 + 82.6,383.19
6.24 + 30 + 84.89 + 84 + 65.74 + 30,300.87
35.37 + 41 + 74 + 76 + 98.07 + 70.75,395.19
20.13 + 58.87 + 33 + 33.66 + 24.59 + 94.75,265.0
79 + 85 + 4.47 + 55.54 + 48 + 61,333.01
62 + 2 + 69.62 + 56 + 50 + 82,321.62
90.69 + 60 + 44 + 22 + 2.52 + 42.01,261.22
6.91 + 32 + 3.0 + 89.92 + 97.53 + 75,304.36
11 + 97 + 28 + 16 + 83.53 + 48.06,283.59
18 + 42 + 88 + 80.59 + 44 + 42,314.59
26 + 85.49 + 5 + 92 + 82 + 57,347.49
61.6 + 13.45 + 29 + 65 + 29 + 67,265.05
75.45 + 46 + 42 + 23.66 + 81.42 + 27.15,295.68
64.28 + 1 + 24 + 53.15 + 64.58 + 77.82,284.83
63 + 24 + 12 + 55.2 + 25.98 + 32,212.18
60 + 28 + 85.83 + 10 + 72.33 + 2,258.16
48.83 + 13 + 14 + 27 + 97 + 52,251.83
95 + 2 + 54 + 22.49 + 92 + 51,316.49
10 + 51 + 65.42 + 42.96 + 77 + 43.16,289.54
96.1 + 96.93 + 18 + 72.69 + 7.59 + 93,384.31
82.52 + 82 + 82.49 + 88 + 53 + 70,458.01
56.46 + 78 + 20.5 + 89.56 + 78 + 89,411.52
38.52 + 20.19 + 12.58 + 74 + 97 + 68,310.29
11 + 88 + 46.68 + 11 + 50 + 58,264.68
90.75 + 47 + 26 + 41.89 + 83.67 + 47,336.31
83.86 + 40.28 + 51.55 + 75.47 + 52.15 + 82.25,385.56
55 + 28.08 + 50.15 + 63.43 + 7 + 96.35,300.01
96.61 + 94 + 18.23 + 72 + 35 + 81.16,397.0
23.77 + 86.97 + 20 + 40.81 + 89 + 56.38,316.93
8.81 + 64.09 + 25.63 + 7 + 98 + 11,214.53
35.5 + 15.58 + 28 + 90.42 + 95.08 + 96,360.58
16 + 4 + 94 + 20.01 + 53 + 97,284.01
54 + 45 + 56.23 + 38 + 28 + 42.14,263.37
41.42 + 60 + 98 + 31 + 41.34 + 33,304.76
22.58 + 37 + 51.62 + 90.06 + 4.05 + 16.85,222.16
21.71 + 31.45 + 55 + 57 + 58 + 2.26,225.42
19 + 29 + 50 + 36 + 14 + 61,209.0
31 + 94.6 + 90 + 53 + 48 + 74.98,391.58
94.86 + 22 + 27 + 62.7 + 81 + 43,330.56
53.45 + 43 + 1.99 + 20 + 80.28 + 53.05,251.77
61.26 + 58 + 64.5 + 84.42 + 25.64 + 18.04,311.86
96.27 + 44 + 36 + 11.3 + 14 + 1,202.57
50.8 + 94 + 85.38 + 16.64 + 56.01 + 65.51,368.34
20.08 + 96 + 95.96 + 36.31 + 36.17 + 78.24,362.76
31 + 21.22 + 87.54 + 44.98 + 45.46 + 93.96,324.16
11 + 68.92 + 32 + 78 + 92.16 + 76.22,358.3
17.63 + 99 + 60 + 18.62 + 4 + 47.49,246.74
59 + 11 + 76 + 7 + 61.84 + 24.65,239.49
80.16 + 81 + 48.71 + 44 + 25 + 80,358.87
51.96 + 32 + 73 + 12 + 32.99 + 83,284.95
65.14 + 28.0 + 1.29 + 19.59 + 11.1 + 81,206.12
31 + 91 + 95.23 + 9.83 + 96.77 + 77.82,401.65
17.69 + 42.17 + 89 + 92 + 83 + 34.22,358.08
21 + 54 + 81.18 + 39.56 + 27 + 49.71,272.45
2.1 + 30 + 67 + 42.56 + 6.24 + 100,247.9
96 + 75.79 + 13 + 62 + 23 + 56,325.79
19.63 + 62.24 + 84 + 4 + 78.17 + 38.33,286.37
35.74 + 57.8 + 43 + 42.28 + 71 + 11,260.82
70.8 + 46.51 + 59 + 57.7 + 6.88 + 20.5,261.39
39.4 + 12 + 3.02 + 35.97 + 20 + 65.77,176.16
34.43 + 7 + 43.94 + 22.58 + 93.14 + 35,236.09
83.11 + 66 + 51.96 + 56.72 + 41 + 46.36,345.15
16.5 + 40 + 19.15 + 35 + 54.53 + 21.5,186.68
12.1 + 46 + 70.63 + 58.76 + 96 + 28.37,311.86
2.92 + 24 + 44 + 81.56 + 57 + 82.8,292.28
97.13 + 46 + 90 + 14.74 + 96 + 30.09,373.96
79.94 + 13.25 + 9.33 + 12 + 19 + 44,177.52
84 + 10.0 + 97 + 60 + 90.44 + 27,368.44
37.6 + 17 + 43.93 + 20.5 + 1.34 + 83,203.37
30 + 16.84 + 22.69 + 36 + 55 + 21.97,182.5
77.93 + 51.22 + 40.2 + 54.54 + 70.75 + 22.25,316.89
88.62 + 2.8 + 54.78 + 5.31 + 2 + 16,169.51
84.31 + 54.17 + 95 + 74 + 34.9 + 16,358.38
48.87 + 29.53 + 38 + 62.42 + 82 + 41.88,302.7
95.85 + 26.02 + 57.55 + 90 + 17.89 + 91,378.31
100 + 42 + 70 + 53 + 76 + 35.55,376.55
40 + 42 + 21 + 63 + 91.96 + 25,282.96
52 + 32 + 36.42 + 83.84 + 30 + 32.83,267.09
37.43 + 93.34 + 50.9 + 37 + 72 + 33,323.67
78 + 23 + 52 + 6 + 28 + 95,282.0
29 + 19.9 + 67 + 72 + 83 + 81.89,352.79
13 + 76 + 57.61 + 15.25 + 99 + 95,355.86
46.98 + 34.68 + 9 + 3.83 + 45.97 + 93,233.46
41.0 + 97.25 + 92 + 9.45 + 32 + 29.36,301.06
23 + 21 + 40 + 14.04 + 4.96 + 17,120.0
48.03 + 29 + 54.32 + 1.96 + 31.92 + 19.53,184.76
87.65 + 86 + 32 + 60.57 + 23 + 92.54,381.76
33 + 50 + 4.59 + 75 + 55.11 + 76.78,294.48
83.44 + 28 + 37.48 + 91.83 + 66.09 + 49,355.84
13 + 79 + 5 + 20 + 21.04 + 64,202.04
32 + 37 + 91 + 46 + 60 + 20.95,286.95
93 + 40.0 + 63.45 + 62.35 + 81 + 26.06,365.86
100 + 99.84 + 11.97 + 80.5 + 4 + 13,309.31
53 + 97 + 69.32 + 38 + 14.14 + 1,272.46
72 + 51.16 + 100 + 57.03 + 66 + 94.41,440.6
48.94 + 52 + 50.59 + 71.39 + 78.03 + 75,375.95
92.67 + 18 + 100 + 84 + 62 + 63.79,420.46
70 + 83.11 + 52 + 18.71 + 75.02 + 64,362.84
10.34 + 51.97 + 97 + 36 + 1 + 28,224.31
96.55 + 48 + 55 + 48 + 91.27 + 41.34,380.16
20.2 + 29 + 11.93 + 25.41 + 24 + 2,112.54
43 + 32 + 87 + 79.91 + 55 + 57.49,354.4
5.55 + 80.38 + 39 + 42.71 + 100 + 34,301.64
63.51 + 46.45 + 32 + 16.79 + 1 + 61,220.75
16 + 30 + 71 + 42 + 58.4 + 68.8,286.2
58.66 + 47.28 + 20.44 + 55 + 88.06 + 18,287.44
2 + 93.59 + 47.01 + 99.52 + 16.72 + 54.66,313.5
34 + 17.44 + 22 + 1 + 97 + 29.9,201.34
78 + 84 + 20 + 39.77 + 2.17 + 45,268.94
77 + 90 + 2 + 90.62 + 37.76 + 21.44,318.82
11.88 + 8.38 + 89 + 33 + 21.66 + 72,235.92
73.25 + 57.03 + 5.63 + 66 + 40.63 + 32.0,274.54
15.01 + 92 + 67 + 91.19 + 95 + 60,420.2
87.94 + 11 + 23 + 69 + 68 + 48.31,307.25
13 + 75.21 + 35.85 + 24 + 51.39 + 92,291.45
21 + 34.58 + 99 + 48.37 + 93 + 49,344.95
83.23 + 18 + 92 + 81.23 + 91.25 + 94.11,459.82
65 + 77 + 56 + 52 + 90.46 + 31.96,372.42
46 + 48 + 11 + 95.66 + 43.29 + 28.39,272.34
70.78 + 92.25 + 56.15 + 9.32 + 71 + 50,349.5
31 + 44 + 40.82 + 49 + 91 + 53,308.82
15 + 90 + 56 + 26 + 52.66 + 87,326.66
36.89 + 83.34 + 47.11 + 86 + 91 + 71,415.34
18.63 + 31 + 16 + 74.09 + 23 + 72.11,234.83
47 + 19 + 93.5 + 14.44 + 71 + 68,312.94
9.56 + 7.61 + 53.81 + 73.09 + 12.94 + 48.51,205.52
78 + 71 + 39.71 + 44 + 27.04 + 26,285.75
5 + 90 + 36 + 98 + 26 + 36.96,291.96
12 + 38 + 21.75 + 55.6 + 7 + 32.53,166.88
89 + 9.38 + 96 + 97 + 62.47 + 83,436.85
8.18 + 63 + 90.76 + 39.86 + 88.14 + 65.45,355.39
10.74 + 66 + 87 + 83.9 + 32 + 57,336.64
50 + 73.01 + 60.74 + 76 + 93.74 + 3.99,357.48
74 + 86 + 91.93 + 49 + 88.97 + 71,460.9
28.08 + 43.91 + 77 + 73.45 + 53 + 7.48,282.92
6.64 + 71.36 + 39 + 53 + 53.75 + 74.82,298.57
62.5 + 82 + 63 + 95 + 93.09 + 72.88,468.47
52 + 12 + 4 + 44 + 38 + 10,160.0
2.1 + 46 + 78 + 69.69 + 24 + 26,245.79
68.87 + 85.88 + 80.68 + 83.17 + 4.68 + 44,367.28
34.96 + 69 + 23 + 61.77 + 80 + 4,272.73
80.11 + 82.02 + 66 + 98 + 100 + 10.23,436.36
21 + 17.25 + 13.02 + 90 + 78.26 + 80,299.53
45.48 + 41.7 + 27.98 + 9 + 81 + 49,254.16
51 + 22.07 + 5 + 84 + 3.28 + 20.61,185.96
91.86 + 68.42 + 85 + 5.48 + 4 + 9,263.76
74.83 + 70.55 + 67 + 79 + 44 + 37.37,372.75
93.23 + 53.98 + 15.55 + 26.8 + 93.17 + 74,356.73
77.3 + 100 + 81 + 93.98 + 81.79 + 92,526.07
56 + 86 + 9.05 + 74.77 + 49.72 + 78,353.54
70.64 + 88.86 + 23.57 + 78.51 + 86 + 76.85,424.43
52 + 66.08 + 21.57 + 10.38 + 82 + 35.52,267.55
25.73 + 64.21 + 61 + 69 + 24 + 49,292.94
80 + 56.57 + 35 + 73.47 + 86.68 + 36.18,367.9
42 + 11 + 25 + 39 + 8 + 56,181.0
11.4 + 13 + 71.2 + 38.55 + 67 + 70,271.15
87 + 45.14 + 42 + 52 + 12 + 65.91,304.05
33.26 + 89.56 + 44.93 + 69.46 + 8 + 50,295.21
6 + 83 + 66.32 + 81 + 92.44 + 61.23,389.99
92.61 + 16.43 + 73 + 63.78 + 82.37 + 57.93,386.12
20.09 + 50 + 47 + 49 + 24.58 + 53.27,243.94
73 + 11 + 65 + 58.57 + 6.53 + 51.64,265.74
8 + 2.57 + 97 + 59 + 4.86 + 84.26,255.69
23.97 + 70.99 + 77 + 85 + 11 + 30.95,298.91
9.51 + 86.38 + 41.91 + 55 + 60 + 17.39,270.19
95 + 65 + 6.46 + 68 + 84.0 + 17.26,335.72
