Question,Answer
3.49 - 15 - 32.37 - 68.33,-112.21
58.36 - 16 - 46.22 - 91,-94.86
37 - 9.45 - 32.38 - 89,-93.83
53 - 52 - 53.32 - 31.87,-84.19
8.46 - 36.3 - 43.59 - 78.51,-149.94
17.73 - 29 - 39 - 19,-69.27
100 - 47 - 8 - 60,-15.0
53.94 - 96.61 - 98.57 - 45.8,-187.04
75.07 - 86.42 - 93.49 - 2.48,-107.32
80 - 49 - 56.01 - 33.3,-58.31
93.66 - 14.25 - 60 - 53,-33.59
71 - 97.88 - 23 - 46.26,-96.14
35.83 - 49 - 36 - 81.37,-130.54
51 - 94 - 27 - 21.96,-91.96
86 - 83.3 - 99.08 - 20,-116.38
62.81 - 97.46 - 7 - 17.78,-59.43
58 - 8.02 - 99.75 - 59.18,-108.95
47.95 - 83.87 - 60.28 - 40.72,-136.92
93 - 17 - 18.39 - 9,48.61
39 - 53 - 1 - 41.34,-56.34
92 - 1.07 - 84 - 88,-81.07
96 - 16.44 - 76 - 69.81,-66.25
97.17 - 93.85 - 19.32 - 4,-20.0
4 - 78.52 - 28.61 - 29.67,-132.8
16 - 29 - 12 - 35,-60.0
38.82 - 34.18 - 48.69 - 37.26,-81.31
1.77 - 61 - 52.02 - 46.33,-157.58
64.13 - 21 - 7 - 100,-63.87
27 - 74.93 - 63.46 - 18.53,-129.92
83 - 75 - 67.84 - 77.19,-137.03
70 - 24 - 41.94 - 55.77,-51.71
68.49 - 62 - 34.31 - 3,-30.82
50.77 - 87.73 - 28 - 12.95,-77.91
57 - 22.74 - 43 - 51,-59.74
11 - 14.91 - 41.52 - 45,-90.43
82 - 68.35 - 100 - 69.48,-155.83
48 - 72.22 - 84.45 - 82,-190.67
62 - 75 - 52.85 - 9.01,-74.86
9.94 - 42.13 - 53.54 - 68.14,-153.87
7 - 1 - 51.23 - 31,-76.23
37 - 50 - 9 - 14.71,-36.71
54.87 - 63 - 51 - 26,-85.13
43 - 29.94 - 91 - 42,-119.94
98 - 53 - 33 - 99.66,-87.66
43.36 - 49.52 - 68.23 - 1.94,-76.33
81.21 - 78 - 52 - 55,-103.79
52.7 - 7.63 - 39.81 - 34.89,-29.63
82 - 40.03 - 69.36 - 81.58,-108.97
74 - 51 - 82.08 - 25,-84.08
47.2 - 100 - 19.82 - 19,-91.62
53 - 34 - 31 - 71.8,-83.8
67.4 - 16.62 - 90 - 28,-67.22
6 - 23 - 53.8 - 93,-163.8
76.27 - 63 - 68 - 56,-110.73
85 - 55.24 - 5 - 77,-52.24
2.69 - 92.18 - 92.71 - 16.54,-198.74
100 - 80 - 42.63 - 43.88,-66.51
27 - 32 - 59 - 64.36,-128.36
52.46 - 50.09 - 35 - 21,-53.63
24 - 91.06 - 62 - 17.84,-146.9
70.53 - 15 - 48 - 61,-53.47
93 - 18.0 - 7.73 - 78.69,-11.42
92.84 - 11.66 - 49 - 81.28,-49.1
76 - 58 - 36 - 50.74,-68.74
75 - 15 - 2.96 - 67,-9.96
48 - 38.44 - 18.78 - 60,-69.22
62 - 69 - 73 - 55.63,-135.63
48.92 - 27.1 - 92.74 - 65,-135.92
1 - 18 - 41.91 - 88,-146.91
56.77 - 12.11 - 64.58 - 7.81,-27.73
4.4 - 35.92 - 20.72 - 93,-145.24
51 - 48 - 72 - 33.46,-102.46
96.84 - 20.12 - 94.29 - 24.6,-42.17
84 - 2 - 35.95 - 14.93,31.12
53 - 53 - 38 - 32,-70.0
98 - 68.83 - 67 - 36.66,-74.49
24 - 3.17 - 10 - 29,-18.17
22.14 - 96 - 55 - 23,-151.86
49.16 - 47 - 56 - 82,-135.84
38.75 - 30 - 53 - 97,-141.25
53.29 - 83.03 - 36 - 25.88,-91.62
96 - 1.6 - 77.93 - 44,-27.53
3.67 - 85.79 - 97 - 69,-248.12
59.37 - 63 - 3 - 23,-29.63
97.97 - 60.02 - 72.89 - 45,-79.94
50.37 - 22.84 - 62 - 69,-103.47
54.24 - 96 - 45.27 - 3,-90.03
9 - 61.74 - 65.8 - 28.4,-146.94
15.88 - 67.27 - 41.46 - 72,-164.85
65.67 - 16 - 33.25 - 85.0,-68.58
99.95 - 68 - 62.71 - 34.45,-65.21
9.64 - 48 - 69.08 - 39.52,-146.96
65.58 - 27 - 13.25 - 52.2,-26.87
59 - 24.64 - 61 - 36.41,-63.05
57 - 19.71 - 32 - 77.52,-72.23
16.31 - 20.79 - 28.4 - 24,-56.88
13 - 48.76 - 85 - 49.23,-169.99
72 - 78 - 16 - 50.49,-72.49
81 - 7.07 - 20.06 - 48,5.87
67 - 34 - 83 - 70,-120.0
75 - 64 - 96 - 33.48,-118.48
40 - 76.92 - 38.27 - 37.21,-112.4
49 - 42 - 36 - 47.81,-76.81
59 - 49.4 - 13 - 64.04,-67.44
93.04 - 83 - 77 - 85.85,-152.81
59 - 15 - 90 - 71,-117.0
37 - 22 - 97 - 34,-116.0
12.9 - 46.53 - 59.19 - 70.4,-163.22
90 - 7 - 100 - 97.38,-114.38
92 - 28.33 - 89 - 95.04,-120.37
92 - 67 - 39 - 25.66,-39.66
49.62 - 38 - 79 - 22,-89.38
100 - 34.18 - 80.52 - 41,-55.7
12 - 45.37 - 38 - 66,-137.37
47.75 - 60 - 92 - 95,-199.25
5 - 87.72 - 96.4 - 22.4,-201.52
91.47 - 42 - 68 - 89.9,-108.43
18 - 35.31 - 52 - 94,-163.31
62 - 86.43 - 76 - 16,-116.43
33 - 16.24 - 18.22 - 44.4,-45.86
57 - 55.53 - 36 - 84,-118.53
13.89 - 59.42 - 20.9 - 96.62,-163.05
20 - 10 - 82.1 - 92.34,-164.44
79.74 - 94.42 - 91.99 - 59.73,-166.4
73 - 93 - 42.46 - 51.75,-114.21
44.7 - 36.89 - 23 - 51,-66.19
4.14 - 37.74 - 40.78 - 63,-137.38
50 - 61 - 26 - 89,-126.0
66.34 - 43.71 - 79 - 19.24,-75.61
52.21 - 36.29 - 9.78 - 42.19,-36.05
7.9 - 27.88 - 26 - 8,-53.98
34.64 - 16.65 - 26 - 61,-69.01
29 - 72 - 7.14 - 43,-93.14
49 - 79.03 - 14 - 44,-88.03
37.69 - 82.1 - 16.01 - 25.13,-85.55
9.62 - 54.0 - 36.16 - 51.12,-131.66
88.52 - 26 - 93 - 35.86,-66.34
46 - 55 - 35.16 - 42.87,-87.03
12.39 - 95.91 - 89 - 38,-210.52
100 - 82.5 - 72 - 14,-68.5
30 - 89 - 74.05 - 62,-195.05
19.46 - 53 - 86 - 67,-186.54
81 - 60 - 27 - 34.65,-40.65
84 - 13 - 89 - 44,-62.0
13 - 65 - 98 - 8.57,-158.57
38 - 70.55 - 21.25 - 48.04,-101.84
76.2 - 6.63 - 2 - 14.95,52.62
16.87 - 83.16 - 95 - 93,-254.29
69.01 - 30 - 87 - 61.67,-109.66
41 - 69.79 - 7 - 53,-88.79
83 - 87.54 - 70.28 - 1,-75.82
62 - 81 - 62.0 - 27.67,-108.67
63.46 - 70.07 - 92 - 78,-176.61
89 - 32 - 59 - 1,-3.0
23 - 90 - 30 - 66.6,-163.6
23.62 - 74 - 35 - 63.87,-149.25
99 - 46 - 4 - 44.14,4.86
68.69 - 29 - 18.18 - 18.55,2.96
75 - 62 - 2 - 82,-71.0
91.36 - 78 - 9 - 85.59,-81.23
59 - 36.16 - 40 - 33,-50.16
33 - 88 - 19.93 - 58.89,-133.82
33.37 - 66.77 - 64.31 - 29,-126.71
40 - 20.19 - 90.4 - 41,-111.59
51.58 - 36 - 78 - 69.88,-132.3
46 - 48 - 55.58 - 51,-108.58
99 - 60 - 40 - 100,-101.0
89 - 81 - 87.14 - 53,-132.14
35 - 61 - 62.65 - 98.43,-187.08
11 - 54.51 - 40.57 - 18,-102.08
76.16 - 68.92 - 15.63 - 98,-106.39
44.98 - 4 - 11 - 9,20.98
90 - 94 - 73 - 61.98,-138.98
75 - 36 - 86 - 58.96,-105.96
64.96 - 51.72 - 80 - 41.56,-108.32
24 - 56.1 - 34.6 - 9,-75.7
49 - 33 - 60 - 42,-86.0
38.48 - 86.35 - 40.44 - 34,-122.31
84 - 26 - 52.33 - 9,-3.33
43 - 84.81 - 82 - 100,-223.81
99 - 83 - 31.98 - 70.89,-86.87
89.37 - 33 - 34 - 20,2.37
13.89 - 28 - 77 - 53,-144.11
70 - 63.53 - 57.64 - 50.0,-101.17
28 - 22 - 82.91 - 3,-79.91
25 - 52.13 - 22.85 - 16.26,-66.24
27.72 - 33.99 - 28 - 31.78,-66.05
59 - 65.34 - 97 - 12,-115.34
17 - 1.61 - 32.42 - 23,-40.03
98 - 57 - 84 - 38.26,-81.26
26 - 7 - 91 - 97,-169.0
46.33 - 29.85 - 79 - 6,-68.52
38.56 - 58 - 1.93 - 49,-70.37
82.21 - 88 - 51.78 - 23.51,-81.08
83.5 - 76.15 - 53 - 5,-50.65
42 - 32 - 20.63 - 59,-69.63
88 - 58.87 - 69.47 - 16.6,-56.94
70 - 4 - 10.02 - 49,6.98
39 - 87 - 9 - 52,-109.0
75 - 47.72 - 31.3 - 64.1,-68.12
68.34 - 88 - 17 - 25.03,-61.69
79.52 - 57.16 - 41.37 - 74,-93.01
46.82 - 35 - 8.31 - 54,-50.49
25 - 43 - 96.48 - 79,-193.48
2 - 23.3 - 83.76 - 99.51,-204.57
46.05 - 46.82 - 51 - 75.15,-126.92
68.11 - 54.67 - 41 - 54,-81.56
27 - 50.87 - 99.82 - 84.83,-208.52
27.52 - 69.65 - 95.46 - 97.11,-234.7
3.65 - 1.07 - 46 - 39,-82.42
29 - 34.06 - 41 - 46,-92.06
74 - 51 - 65 - 43,-85.0
27 - 74 - 63.4 - 53.22,-163.62
92.64 - 27 - 11.02 - 47,7.62
80.68 - 79 - 49.75 - 21,-69.07
47 - 46 - 18 - 36.6,-53.6
17 - 75.68 - 3 - 2,-63.68
73 - 79 - 53.35 - 51.32,-110.67
57.3 - 80.99 - 84 - 12.86,-120.55
3 - 15.77 - 51 - 21,-84.77
25.55 - 37 - 2 - 95,-108.45
31 - 41 - 60 - 26,-96.0
49.37 - 69 - 12 - 18,-49.63
24 - 21.45 - 6.96 - 10.25,-14.66
23.36 - 70.98 - 44 - 8,-99.62
2 - 6.4 - 30 - 30.74,-65.14
70 - 100 - 72 - 48.79,-150.79
67.81 - 39 - 21 - 93.73,-85.92
81 - 5.72 - 5 - 42,28.28
71.78 - 90.11 - 6 - 6,-30.33
84.03 - 82.27 - 77 - 33,-108.24
52.7 - 10.08 - 2.43 - 6,34.19
57 - 15 - 81.06 - 63.09,-102.15
28 - 81 - 30.8 - 78.4,-162.2
2.62 - 96 - 15.79 - 42,-151.17
26.88 - 53 - 95.49 - 29,-150.61
79.6 - 25 - 87 - 28.62,-61.02
98.54 - 7.79 - 79.39 - 49,-37.64
5.23 - 14 - 10.95 - 33,-52.72
6 - 38.31 - 50.36 - 99.36,-182.03
88 - 85.63 - 15.35 - 88.79,-101.77
7.09 - 11.19 - 46.52 - 33,-83.62
81 - 55 - 63.74 - 99,-136.74
93 - 16 - 83 - 51.35,-57.35
99 - 67.93 - 30 - 21,-19.93
73 - 84.7 - 15 - 84,-110.7
7.87 - 85 - 35.4 - 28,-140.53
88 - 54 - 92.68 - 45,-103.68
5.29 - 92.46 - 96 - 75.37,-258.54
27.04 - 41.72 - 3.03 - 50.34,-68.05
24.52 - 51 - 94 - 84.67,-205.15
36.75 - 49 - 56.47 - 69.99,-138.71
72.05 - 27.88 - 48 - 2.48,-6.31
55.34 - 28 - 40.02 - 54,-66.68
14 - 35.31 - 68.33 - 47,-136.64
68 - 48 - 62.52 - 31.13,-73.65
33 - 83 - 15 - 33.05,-98.05
40 - 49.65 - 12 - 69.4,-91.05
79.5 - 41.46 - 94 - 56.15,-112.11
50.69 - 90.55 - 15 - 21.07,-75.93
27 - 88 - 1.01 - 97,-159.01
18.22 - 37 - 84 - 16,-118.78
32 - 40 - 12.05 - 35.22,-55.27
46 - 92 - 80.14 - 74.77,-200.91
61 - 82.9 - 34 - 94,-149.9
19 - 3.62 - 65 - 19,-68.62
23 - 66 - 3.33 - 60.23,-106.56
62 - 89.88 - 99 - 71,-197.88
34.93 - 54.31 - 17.36 - 63.26,-100.0
91 - 10.68 - 42 - 40.58,-2.26
71 - 40 - 49 - 72.39,-90.39
13.58 - 98 - 89 - 62.23,-235.65
55.64 - 58.7 - 94 - 65,-162.06
16.42 - 28 - 21.13 - 72.41,-105.12
87.53 - 94.26 - 37 - 24,-67.73
70.14 - 21 - 17.62 - 57.94,-26.42
46 - 46.22 - 10 - 35.74,-45.96
60 - 31 - 85.37 - 48,-104.37
54.52 - 71 - 98.76 - 87.83,-203.07
51 - 33 - 53 - 55,-90.0
87.27 - 58 - 68 - 72,-110.73
79.98 - 38 - 76 - 25.5,-59.52
46.18 - 24.43 - 84 - 85.24,-147.49
20.36 - 97.03 - 24.22 - 71,-171.89
43.99 - 100 - 31.63 - 98.29,-185.93
20.16 - 67.21 - 51.93 - 36.81,-135.79
94 - 41.99 - 10.79 - 52.65,-11.43
59 - 37.88 - 1 - 40.39,-20.27
75 - 18.86 - 56 - 29,-28.86
19.91 - 87.35 - 78 - 23,-168.44
57 - 45.77 - 64.54 - 9.98,-63.29
76.22 - 80.34 - 86.47 - 56,-146.59
97.86 - 70.14 - 47.51 - 79.66,-99.45
67.98 - 56.14 - 98.96 - 79.76,-166.88
52.17 - 8.02 - 92.02 - 64,-111.87
72 - 100 - 74 - 14,-116.0
14.6 - 15.05 - 85.03 - 5,-90.48
65.53 - 71 - 94 - 30,-129.47
63.95 - 33.98 - 3.01 - 81.65,-54.69
71.45 - 97.02 - 73.29 - 52.01,-150.87
43.99 - 97.81 - 67 - 24.38,-145.2
10 - 19.59 - 39 - 55.13,-103.72
35.43 - 30.1 - 96 - 50.92,-141.59
71 - 33 - 77.96 - 54,-93.96
27.17 - 29.48 - 55 - 7.25,-64.56
87 - 56.47 - 54 - 65.46,-88.93
21.96 - 40.82 - 46.26 - 43.48,-108.6
57 - 41 - 74 - 47,-105.0
20.44 - 81.96 - 96.22 - 32.9,-190.64
52 - 16 - 70 - 71,-105.0
11 - 88.64 - 32 - 99.72,-209.36
67.85 - 52 - 13.92 - 79,-77.07
2.59 - 80.55 - 67.21 - 40,-185.17
90 - 14 - 79 - 46.83,-49.83
70.53 - 60 - 28.04 - 28.31,-45.82
9.2 - 99.47 - 68.06 - 76.64,-234.97
62 - 6.29 - 28.23 - 75,-47.52
13.17 - 65 - 97 - 19,-167.83
36.9 - 2.93 - 54.94 - 24,-44.97
8.35 - 13.3 - 97 - 38.94,-140.89
6 - 44.66 - 49.06 - 74,-161.72
42 - 64 - 18 - 87,-127.0
56 - 73.0 - 96.83 - 89.01,-202.84
64 - 64 - 88 - 13.66,-101.66
29.95 - 51.6 - 8 - 58,-87.65
15.65 - 61 - 28.83 - 69,-143.18
58.29 - 100 - 18 - 94.78,-154.49
10 - 33.54 - 91 - 2,-116.54
19 - 25.36 - 70 - 53,-129.36
88.16 - 96 - 68 - 17,-92.84
54.72 - 52 - 13 - 94.03,-104.31
30.52 - 86 - 32 - 83.83,-171.31
40 - 76 - 2.19 - 96.48,-134.67
81.23 - 31.84 - 91.99 - 69.9,-112.5
21.23 - 29.71 - 1 - 74.66,-84.14
93 - 53.28 - 25 - 87,-72.28
15.77 - 75 - 12 - 46,-117.23
61 - 95 - 17.99 - 11,-62.99
14 - 4 - 51.47 - 40,-81.47
40.44 - 11.69 - 68 - 88,-127.25
27 - 35.5 - 87 - 3.32,-98.82
75 - 34.95 - 79 - 80.89,-119.84
12 - 27 - 21 - 2,-38.0
10.19 - 21 - 88.32 - 8,-107.13
71 - 59 - 32.65 - 59,-79.65
62 - 5 - 55 - 53.61,-51.61
89.07 - 31.83 - 12.15 - 77.18,-32.09
27 - 38.22 - 84.81 - 51,-147.03
75 - 57.76 - 49 - 71.52,-103.28
98.68 - 29.48 - 38 - 37.93,-6.73
11 - 64.06 - 24.93 - 70,-147.99
96.7 - 38 - 21 - 66,-28.3
20.91 - 86.86 - 88.47 - 64,-218.42
79 - 4 - 26 - 99,-50.0
33 - 40.38 - 91.55 - 39.89,-138.82
78 - 92.69 - 94.14 - 41.11,-149.94
34.19 - 93 - 39.9 - 96.2,-194.91
82.48 - 41.11 - 74.79 - 64,-97.42
61.93 - 61.78 - 30.09 - 89.93,-119.87
30 - 16 - 38.47 - 12.57,-37.04
91 - 25 - 2 - 11,53.0
97.04 - 44 - 36 - 22.05,-5.01
64.12 - 99.13 - 66.98 - 80.42,-182.41
53 - 6 - 45 - 56.32,-54.32
80 - 64 - 44.01 - 98.3,-126.31
85.35 - 15.7 - 29.86 - 92,-52.21
35 - 55 - 79.86 - 23,-122.86
25 - 2.17 - 98 - 25.38,-100.55
4 - 74 - 29 - 37.69,-136.69
93.04 - 99 - 64 - 64,-133.96
44 - 47.81 - 30 - 67.33,-101.14
87.05 - 20 - 43.35 - 60.01,-36.31
3.96 - 65.01 - 47.68 - 60,-168.73
77 - 8.7 - 15 - 82.14,-28.84
93 - 23.89 - 14 - 40.99,14.12
60 - 80.86 - 49 - 14,-83.86
24.26 - 23.49 - 25 - 86.86,-111.09
75 - 9 - 31 - 48.7,-13.7
84.0 - 88 - 77 - 81,-162.0
23 - 80.36 - 67.55 - 77.46,-202.37
27.77 - 72 - 39 - 64,-147.23
74.91 - 48 - 43 - 25,-41.09
82 - 43 - 59 - 90,-110.0
33 - 57.97 - 13 - 6,-43.97
7 - 50.83 - 26.55 - 21.99,-92.37
27.19 - 81.9 - 43 - 82.3,-180.01
90 - 95 - 62 - 99,-166.0
83.71 - 83 - 25 - 67.37,-91.66
1 - 82 - 36 - 40,-157.0
28 - 1.35 - 10 - 55.47,-38.82
82 - 17.23 - 68.37 - 10.3,-13.9
59.97 - 77.83 - 52 - 32.22,-102.08
6 - 94.09 - 83 - 35,-206.09
97.07 - 31 - 38.21 - 81,-53.14
43 - 11.44 - 74.84 - 80,-123.28
99.11 - 60.78 - 20 - 24,-5.67
57.66 - 6.72 - 51 - 13,-13.06
25 - 88.7 - 10 - 19.41,-93.11
43 - 4 - 73 - 96,-130.0
39 - 91 - 23 - 27,-102.0
15.97 - 22 - 67 - 77.1,-150.13
54 - 36 - 23.18 - 63,-68.18
78 - 25.59 - 96 - 91.9,-135.49
49 - 59 - 51.35 - 52.06,-113.41
80 - 15.47 - 51.99 - 56,-43.46
88 - 73 - 15 - 90.71,-90.71
56 - 19 - 70 - 73,-106.0
56 - 70.75 - 31.89 - 69,-115.64
97.48 - 87.41 - 76.42 - 30.15,-96.5
24 - 61.8 - 34 - 77.62,-149.42
84.49 - 67.15 - 56 - 43.44,-82.1
29.39 - 12.11 - 90.39 - 44.66,-117.77
29 - 91 - 31 - 1.74,-94.74
82 - 66 - 65.47 - 49.58,-99.05
15 - 54 - 40.08 - 6.2,-85.28
77.2 - 33.64 - 21.24 - 82,-59.68
43 - 42.88 - 11.46 - 64.51,-75.85
8 - 30 - 43.12 - 50,-115.12
74 - 38 - 33 - 88.4,-85.4
40 - 59 - 52 - 39,-110.0
89 - 69.64 - 2.86 - 51,-34.5
66.81 - 95 - 77.52 - 29.73,-135.44
8 - 42.39 - 67.33 - 63.91,-165.63
15.85 - 8 - 69 - 46,-107.15
21.01 - 56 - 84 - 67.81,-186.8
33 - 45.05 - 86 - 13.9,-111.95
81.98 - 99 - 74 - 89.46,-180.48
77.16 - 68.22 - 42 - 86,-119.06
51.5 - 89.3 - 28.3 - 51,-117.1
73.43 - 74 - 8 - 4.68,-13.25
39.03 - 38.12 - 28.2 - 44.16,-71.45
18.68 - 98 - 56.57 - 58.73,-194.62
73.96 - 54 - 88 - 86.36,-154.4
13 - 72 - 3.7 - 100,-162.7
76 - 42.28 - 58 - 39,-63.28
17.9 - 49 - 37 - 34,-102.1
79 - 51.59 - 24.85 - 68,-65.44
1.9 - 32 - 19.13 - 21,-70.23
4.82 - 49.17 - 79 - 65.47,-188.82
100 - 61 - 99.68 - 48,-108.68
95 - 86.56 - 3 - 92.5,-87.06
12 - 78.39 - 43 - 7,-116.39
58.94 - 17 - 50 - 56.15,-64.21
69 - 37.53 - 86.33 - 77,-131.86
13 - 17 - 32.88 - 14.43,-51.31
23.57 - 26 - 54 - 43,-99.43
55.39 - 34 - 81 - 31,-90.61
12 - 11.65 - 12.99 - 22,-34.64
1 - 41 - 40 - 4,-84.0
38.06 - 74.81 - 36.17 - 76.63,-149.55
91 - 69 - 19.86 - 40,-37.86
7 - 55 - 89.89 - 58.7,-196.59
73 - 95.39 - 43 - 98.57,-163.96
99.61 - 69.11 - 42.96 - 49.57,-62.03
59 - 83 - 76 - 29.42,-129.42
31 - 37 - 58.15 - 27,-91.15
31.25 - 4 - 87 - 69,-128.75
15.39 - 34.91 - 7.66 - 31,-58.18
57 - 89.73 - 19 - 7,-58.73
29.52 - 2.88 - 35 - 38,-46.36
92.84 - 27 - 71.36 - 97.04,-102.56
68.79 - 72.14 - 7 - 1,-11.35
63 - 64.87 - 32.7 - 27.97,-62.54
54.74 - 28 - 64.04 - 52,-89.3
86.96 - 60 - 50.11 - 44,-67.15
100 - 49 - 20.33 - 80.79,-50.12
57 - 53 - 30 - 34.55,-60.55
89.44 - 90.97 - 64 - 89,-154.53
11 - 31 - 51 - 95.55,-166.55
86 - 69 - 57.22 - 6,-46.22
71 - 83 - 66.69 - 42.83,-121.52
26.2 - 24.13 - 12.34 - 61.91,-72.18
9.57 - 73 - 59.59 - 57,-180.02
10 - 7 - 83 - 42,-122.0
78.07 - 2.59 - 34 - 71,-29.52
25 - 100 - 86 - 9,-170.0
73.92 - 60.31 - 75.26 - 33.82,-95.47
72 - 91 - 54 - 16.23,-89.23
99 - 99.09 - 38 - 5.72,-43.81
27 - 49 - 6 - 2,-30.0
33.62 - 61 - 84.33 - 66,-177.71
25 - 49 - 66.79 - 55.7,-146.49
51.81 - 80.76 - 21.84 - 30.16,-80.95
21.67 - 19.1 - 10 - 25.3,-32.73
3 - 20.66 - 44.99 - 5.9,-68.55
18 - 84 - 70 - 82.42,-218.42
61 - 54 - 92 - 52,-137.0
3 - 67 - 11 - 89,-164.0
27.27 - 70.76 - 94 - 21.76,-159.25
64 - 44 - 67.36 - 81,-128.36
21.18 - 46.18 - 26 - 59.5,-110.5
28.97 - 15 - 56 - 37,-79.03
29 - 12.19 - 27 - 79,-89.19
31 - 4.07 - 50.04 - 20.17,-43.28
92 - 8 - 71 - 17.81,-4.81
36.16 - 73 - 94 - 41,-171.84
46.84 - 88 - 59.79 - 4.73,-105.68
20 - 81.34 - 50.08 - 43,-154.42
13.73 - 13 - 13 - 72.66,-84.93
96.91 - 20.73 - 94.04 - 34,-51.86
25 - 91.94 - 6 - 28,-100.94
81 - 98 - 84 - 1.22,-102.22
11.1 - 92 - 42 - 11,-133.9
79.52 - 32.82 - 56 - 45.15,-54.45
76 - 19 - 10 - 65,-18.0
58.41 - 69.85 - 58.08 - 89.77,-159.29
40.81 - 92 - 94 - 22.14,-167.33
56 - 69 - 10.85 - 3,-26.85
83 - 11.95 - 25 - 16,30.05
18.69 - 86 - 54.88 - 63.58,-185.77
78 - 74.97 - 42 - 49,-87.97
13.27 - 77 - 95.51 - 12,-171.24
60.61 - 12 - 93.76 - 70,-115.15
5 - 64.67 - 75.65 - 69,-204.32
11 - 91 - 99 - 13.74,-192.74
94 - 79.69 - 63.98 - 48,-97.67
87.35 - 93.37 - 79 - 9.38,-94.4
62.21 - 66 - 94.28 - 86,-184.07
70.33 - 42 - 24.01 - 6,-1.68
65.8 - 77 - 69 - 10,-90.2
46 - 77 - 91.13 - 39.63,-161.76
35.38 - 46.35 - 66.88 - 62.26,-140.11
49 - 38.99 - 67.66 - 34.02,-91.67
41.88 - 29 - 88.11 - 25.67,-100.9
1 - 66 - 54 - 62,-181.0
74 - 29.46 - 52.8 - 82.82,-91.08
41.78 - 66.3 - 42.78 - 62.55,-129.85
79.71 - 79.97 - 47 - 37.19,-84.45
39 - 69 - 92.92 - 3,-125.92
93.32 - 18 - 64 - 74,-62.68
67 - 55 - 99.66 - 42,-129.66
22.42 - 11.69 - 3.44 - 23.79,-16.5
15.94 - 28.6 - 85 - 86,-183.66
92.98 - 5 - 48.58 - 28.83,10.57
66 - 71.83 - 57 - 49,-111.83
20.48 - 2 - 24 - 41.28,-46.8
70.62 - 3.79 - 98 - 20,-51.17
16 - 56.1 - 42 - 97.59,-179.69
51.61 - 17 - 68 - 6,-39.39
89.91 - 89 - 95.39 - 20.53,-115.01
6.89 - 63.23 - 77.85 - 29.15,-163.34
10 - 96.26 - 88.12 - 54.15,-228.53
44 - 7 - 41 - 69,-73.0
55.71 - 39 - 18 - 51,-52.29
60 - 11.39 - 31 - 14,3.61
10 - 24 - 36.99 - 84,-134.99
72 - 56 - 91.63 - 68,-143.63
60.34 - 11 - 100 - 19.76,-70.42
39 - 40 - 6.34 - 64.14,-71.48
80.99 - 36.42 - 6 - 14.05,24.52
38 - 53 - 97.11 - 34.23,-146.34
33 - 82 - 86 - 91,-226.0
90 - 29 - 47.27 - 43,-29.27
48.43 - 3 - 20.18 - 43.62,-18.37
50 - 88.95 - 24 - 58,-120.95
84 - 27.82 - 69 - 78,-90.82
26 - 44.77 - 78 - 92.16,-188.93
81 - 23.67 - 91.55 - 62,-96.22
70 - 27.96 - 72 - 5.94,-35.9
88.54 - 94.32 - 58 - 59,-122.78
90 - 5.52 - 10.95 - 82,-8.47
50.61 - 6.12 - 59.84 - 58.76,-74.11
8 - 15.48 - 15.15 - 87,-109.63
6.56 - 13 - 45.92 - 17.96,-70.32
2.55 - 39 - 21 - 94.04,-151.49
