Question,Answer
73.75 - 82 - 70,-78.25
95.12 - 53 - 38,4.12
40 - 76 - 86 - 17.48 - 38.46,-177.94
10 - 47,-37.0
46 - 38 - 17,-9.0
16 - 86.4 - 72.02 - 38.92,-181.34
1 - 37.86 - 47 - 71 - 31,-185.86
46.97 - 83.16 - 11 - 3.24,-50.43
65.25 - 62 - 14 - 73.97,-84.72
57 - 78.77 - 89.47 - 51.13 - 21.47,-183.84
31.95 - 9.9 - 25 - 42,-44.95
7.07 - 78,-70.93
81 - 12 - 97.75,-28.75
21 - 72 - 88,-139.0
36.71 - 98,-61.29
13.89 - 73.73 - 70.96 - 59.78,-190.58
93 - 12.37,80.63
58.84 - 55 - 41.88 - 45.27 - 81,-164.31
24.43 - 38 - 42 - 58,-113.57
80 - 21.61 - 63 - 58 - 66.26,-128.87
44.53 - 12 - 92.84,-60.31
15.15 - 77.15 - 85 - 29.41,-176.41
37.87 - 40 - 58.05,-60.18
94 - 93.42 - 69.41,-68.83
41.79 - 82 - 94.45 - 1 - 50,-185.66
53.36 - 60 - 77.87,-84.51
54.36 - 78.35 - 6.95 - 90,-120.94
91 - 11.18,79.82
40.95 - 21.83 - 72.63,-53.51
28.93 - 8.47 - 82.68 - 86,-148.22
30 - 52 - 76.44 - 79.84,-178.28
74.05 - 80.69 - 44.18 - 73.11,-123.93
66 - 45 - 89,-68.0
56 - 70 - 98.24 - 97 - 43.09,-252.33
20 - 73 - 7.09,-60.09
34 - 38 - 31.63 - 46,-81.63
35.76 - 66,-30.24
6 - 55.65,-49.65
61.83 - 8.7,53.13
97.64 - 87.18 - 55.94 - 19 - 37,-101.48
25.56 - 43.32 - 49.76 - 8 - 71,-146.52
92 - 77 - 34.4 - 6.65 - 51.11,-77.16
43.74 - 22.06 - 9,12.68
26.57 - 76.86 - 71 - 16 - 89.96,-227.25
2.4 - 30.44,-28.04
19 - 14.27 - 65 - 93.28 - 81.07,-234.62
20.05 - 53.27 - 18 - 30.39 - 81,-162.61
63 - 85 - 49.63,-71.63
36.21 - 50 - 95.14 - 86.47,-195.4
64 - 66.76 - 94.66 - 50 - 13.12,-160.54
10 - 49.41 - 88.61 - 93.23 - 21,-242.25
46 - 47 - 44,-45.0
1 - 6 - 30.14 - 9,-44.14
18.89 - 17.86 - 47,-45.97
7 - 84.45 - 33.42,-110.87
44 - 17 - 24.22 - 28,-25.22
18 - 61 - 44 - 69.48,-156.48
89.52 - 26,63.52
96 - 39.05 - 24.19,32.76
25.47 - 91.05 - 98,-163.58
12.47 - 34 - 69 - 45,-135.53
39.17 - 51.04 - 76.7,-88.57
73.5 - 51 - 73.97,-51.47
53 - 56 - 82 - 2 - 35.32,-122.32
58.38 - 10,48.38
31 - 80.14 - 95,-144.14
2.7 - 53,-50.3
6 - 52 - 98.73 - 56.16,-200.89
32.6 - 92.47 - 54 - 75.93,-189.8
81.67 - 66 - 32.88 - 59.08,-76.29
9 - 57.45 - 2 - 44 - 77.18,-171.63
12.53 - 92 - 71.26 - 27.05 - 38,-215.78
86.86 - 52,34.86
35 - 69.72,-34.72
21.04 - 69.0,-47.96
59.73 - 3.07 - 70.55 - 1.71,-15.6
98 - 81 - 59.32,-42.32
43.32 - 10.09,33.23
99 - 35.78 - 55 - 24,-15.78
33.09 - 42 - 66.93 - 25.09 - 33,-133.93
97 - 86 - 30.81 - 90.85,-110.66
86.59 - 79.03 - 55.13 - 7.88,-55.45
20 - 83.29 - 47,-110.29
65 - 1.38,63.62
20 - 70 - 19 - 9,-78.0
94 - 17 - 83.97 - 23.43,-30.4
28.97 - 91.78 - 80.41,-143.22
63.26 - 32.33 - 63,-32.07
43.43 - 3.24 - 75.91 - 25.06 - 92.71,-153.49
43 - 19 - 78 - 26 - 46,-126.0
58 - 1 - 30,27.0
37.53 - 57 - 76.08 - 12,-107.55
1.59 - 17.23 - 89.37 - 53,-158.01
91 - 58,33.0
65.63 - 27.11,38.52
52.78 - 83.29 - 15.2 - 33 - 48,-126.71
91 - 45.97,45.03
74.35 - 5,69.35
83.22 - 28,55.22
43 - 35 - 45.97 - 26.92,-64.89
2.8 - 23,-20.2
76 - 18 - 97.23,-39.23
77 - 4.11 - 18.62 - 88,-33.73
24 - 80.51 - 18.3,-74.81
29 - 90 - 14 - 27.86,-102.86
85.07 - 40.07 - 33.77,11.23
54 - 26 - 81 - 36.58,-89.58
5 - 83.7 - 28.82,-107.52
87 - 31 - 78 - 48.26,-70.26
59 - 100 - 86 - 61,-188.0
60.91 - 100,-39.09
78 - 92 - 91.08 - 83.72,-188.8
78.1 - 71.96 - 15 - 36,-44.86
57.0 - 27 - 96,-66.0
91.13 - 65.01,26.12
53 - 43.42,9.58
62.67 - 13.39 - 97 - 79 - 73.86,-200.58
75 - 50 - 25.14 - 2.72,-2.86
26 - 30.28 - 7 - 16 - 9.91,-37.19
56.29 - 26 - 5 - 37.09,-11.8
15 - 96.05 - 20,-101.05
66.86 - 88.41 - 70.3,-91.85
83.95 - 74 - 95,-85.05
12.06 - 22.52 - 7,-17.46
1.61 - 93.35 - 55 - 78.62,-225.36
66 - 60 - 47.63 - 36.5,-78.13
90.01 - 66.77,23.24
85.46 - 12.84,72.62
91.98 - 21.31 - 22 - 73.03 - 15.04,-39.4
92 - 18.7 - 13,60.3
66.63 - 48.25,18.38
87.34 - 77 - 93.04 - 69,-151.7
15 - 10.18,4.82
90 - 69 - 59 - 32,-70.0
22.23 - 96.63,-74.4
40 - 58.4 - 17,-35.4
99 - 73.93 - 32,-6.93
58.97 - 66.89 - 19.04 - 89.66,-116.62
22 - 64.77 - 89.64 - 27 - 89,-248.41
19 - 12.63 - 65.56 - 60.16 - 19,-138.35
68.32 - 84,-15.68
27.64 - 77.46 - 48.84 - 68,-166.66
72 - 32.45 - 97.81,-58.26
31.9 - 29 - 13,-10.1
17.89 - 29 - 1 - 30.94 - 58,-101.05
74 - 81.36,-7.36
22 - 1.87 - 29.7,-9.57
67.26 - 73.61,-6.35
34 - 56.86 - 32.75 - 72 - 30.36,-157.97
63 - 58,5.0
15.38 - 60 - 42,-86.62
43.33 - 5 - 59 - 18.88 - 83,-122.55
84 - 48 - 4.77 - 91,-59.77
11 - 91 - 72 - 71,-223.0
74 - 75.24 - 91,-92.24
50 - 11,39.0
60 - 36.53,23.47
45 - 89 - 32.94,-76.94
90 - 38.46 - 62.33 - 53.44,-64.23
24 - 6 - 31 - 65 - 15.32,-93.32
28 - 2.44 - 23 - 68,-65.44
87.0 - 76 - 85 - 74,-148.0
46 - 13.55 - 68.54 - 18.24 - 87,-141.33
88 - 32,56.0
9.9 - 74 - 30,-94.1
87.62 - 98 - 29.67,-40.05
2 - 41.39 - 27.43 - 15,-81.82
84 - 86.33,-2.33
11 - 63,-52.0
67.25 - 3 - 15.16 - 46 - 78,-74.91
42 - 94,-52.0
2.52 - 59.52 - 39 - 27 - 93,-216.0
29.17 - 83.72 - 88,-142.55
68.08 - 27.12 - 3 - 25.57 - 76.94,-64.55
7 - 28.56 - 22.48 - 34.62,-78.66
19.31 - 1.01 - 73.68,-55.38
52 - 72 - 47.29 - 80,-147.29
31 - 25.89 - 63 - 78 - 44.76,-180.65
93 - 34 - 51 - 66.38 - 25.0,-83.38
42 - 66.81 - 17 - 70,-111.81
34 - 3 - 47.68,-16.68
96 - 82.4,13.6
76.17 - 66,10.17
99 - 59,40.0
45.03 - 76.81 - 79.64 - 92,-203.42
33 - 89 - 79.56 - 83 - 17.36,-235.92
12.78 - 85 - 87 - 59 - 86,-304.22
81.77 - 90.24,-8.47
83 - 91.13 - 67.68,-75.81
24.29 - 80.65 - 68.55 - 87 - 86.06,-297.97
11.22 - 27.83 - 1 - 75.65 - 18.64,-111.9
22 - 54.67 - 94.26 - 33.01,-159.94
43.09 - 54.23 - 49 - 55.01,-115.15
20.87 - 92.82,-71.95
64.39 - 83.81 - 3,-22.42
16.07 - 33.66,-17.59
84 - 57.6 - 6.34 - 12.11 - 68.62,-60.67
84.28 - 2,82.28
17 - 2,15.0
34 - 1.59 - 33 - 8.72 - 98,-107.31
56 - 50 - 76.46,-70.46
72.2 - 78 - 81.93 - 23 - 95.16,-205.89
48.86 - 59.2 - 96 - 54.48 - 55.05,-215.87
48 - 97.57 - 99 - 31 - 40.7,-220.27
46 - 60.02,-14.02
80.8 - 88 - 36,-43.2
94.65 - 44.77 - 11.6 - 37.96,0.32
83 - 30 - 67,-14.0
4 - 47.72,-43.72
35 - 23.81 - 33.61,-22.42
93 - 80 - 30,-17.0
16 - 82.39 - 96.21 - 58 - 55,-275.6
95.18 - 25,70.18
24.92 - 14.95 - 92 - 87.52,-169.55
69.12 - 65.65 - 50.02 - 1,-47.55
53 - 52.33 - 84.7 - 47.93 - 58,-189.96
66 - 68 - 13,-15.0
82.06 - 6.53 - 5 - 47,23.53
84.37 - 28 - 80,-23.63
71 - 33.37 - 89.19 - 3.55 - 98.94,-154.05
17.56 - 65,-47.44
84 - 65.48,18.52
42 - 96.48 - 34.6 - 77.45 - 5.59,-172.12
47.76 - 85 - 38 - 71,-146.24
33.33 - 17.46,15.87
12.8 - 25.58 - 60 - 38.96 - 40.43,-152.17
3 - 6.6 - 22.19,-25.79
74 - 80.07 - 19,-25.07
46 - 45,1.0
90.05 - 4,86.05
83.67 - 75.67,8.0
72.21 - 97,-24.79
81 - 55 - 86.13 - 82.57 - 10.41,-153.11
13 - 50.88 - 93.0 - 75,-205.88
2 - 12 - 97 - 38.09,-145.09
86.01 - 52 - 62.33,-28.32
23 - 52.1 - 18,-47.1
90.71 - 5.71 - 1 - 81.83,2.17
11 - 98.71 - 8,-95.71
37.77 - 17 - 97 - 28 - 2.76,-106.99
61.23 - 81 - 59 - 75.08 - 31.81,-185.66
98 - 24,74.0
76.77 - 10 - 34,32.77
9 - 65.82,-56.82
73 - 28.86,44.14
77 - 12,65.0
36.21 - 39 - 26.48 - 60,-89.27
21.32 - 43 - 31.49 - 88,-141.17
40 - 85.08,-45.08
17 - 37.0 - 99.42 - 37 - 87,-243.42
53 - 39.03 - 53.96,-39.99
80.32 - 70 - 78.7,-68.38
60 - 93.4 - 10.44,-43.84
84 - 55,29.0
12 - 60 - 39.36 - 56.71,-144.07
79 - 59.46 - 3.62,15.92
32.13 - 20 - 40 - 30.55,-58.42
3 - 40.41 - 82.65,-120.06
20.75 - 31.19,-10.44
28.65 - 96,-67.35
21.96 - 2.68 - 4 - 1.58 - 29,-15.3
56 - 14 - 5,37.0
24.75 - 25 - 53,-53.25
51.51 - 56.17 - 4 - 44.18 - 98,-150.84
56.44 - 29 - 7,20.44
20.49 - 49,-28.51
60.02 - 63,-2.98
19.76 - 43.42,-23.66
99.28 - 65.87 - 86 - 92 - 98,-242.59
95.63 - 97 - 85 - 96.98 - 32,-215.35
43.91 - 9 - 84 - 30.32 - 91,-170.41
61.13 - 99.55 - 77.4 - 8 - 31.58,-155.4
32.65 - 17 - 37.22 - 25.51,-47.08
38 - 2,36.0
33 - 41,-8.0
37.45 - 34.54 - 79.44 - 43.24 - 70,-189.77
11 - 60 - 60.47 - 34.82 - 41.82,-186.11
10 - 74.22,-64.22
3 - 79 - 19,-95.0
22.29 - 72.5,-50.21
46 - 45 - 70 - 98.8 - 72.87,-240.67
58.02 - 88.57 - 4 - 49.38 - 68.7,-152.63
58 - 97.75 - 48,-87.75
10 - 92 - 86 - 47.35,-215.35
18 - 1.79,16.21
94.41 - 95,-0.59
7 - 99.98,-92.98
52 - 45.26 - 37.9 - 83.62 - 62.24,-177.02
48 - 50.56 - 73 - 10.1 - 40.09,-125.75
97 - 71.39 - 100 - 1,-75.39
53 - 24 - 57 - 40,-68.0
8.05 - 22,-13.95
51.26 - 92 - 70 - 63 - 24.6,-198.34
7.54 - 76,-68.46
45 - 54.64 - 34.87,-44.51
89.22 - 91 - 93.3 - 19 - 100,-214.08
43 - 43.09 - 57.12 - 79,-136.21
62.38 - 31.18 - 95 - 19.0 - 41,-123.8
10 - 71,-61.0
97 - 55 - 22.95,19.05
76.47 - 91 - 72.38 - 90,-176.91
82 - 13 - 99.6,-30.6
2.56 - 85.1 - 16 - 48.45 - 59,-205.99
6.27 - 39.72 - 32 - 47.0 - 90,-202.45
27.98 - 25,2.98
100 - 13 - 57 - 37.28,-7.28
88 - 100 - 77,-89.0
26 - 59.28 - 35,-68.28
24.92 - 83.87 - 2,-60.95
81.46 - 23.1,58.36
84.33 - 15,69.33
49 - 85 - 24.97,-60.97
65 - 94.48 - 86.74 - 55.24 - 22,-193.46
79.93 - 89.63 - 73 - 81,-163.7
50 - 92.46 - 14.37,-56.83
41 - 90.69 - 53.31,-103.0
81.23 - 43.43 - 70.61,-32.81
13 - 35 - 34 - 22,-78.0
70 - 51 - 26 - 89 - 80.08,-176.08
97 - 5.27 - 65 - 5.22 - 82.11,-60.6
44.37 - 86 - 61.79 - 7.99,-111.41
96.88 - 75 - 13.85 - 12 - 93.23,-97.2
22 - 66.1,-44.1
50.03 - 94 - 94.8 - 73.95 - 17.26,-229.98
17.58 - 32.11,-14.53
55 - 44 - 49.15 - 83.94 - 12.05,-134.14
11.37 - 83.03,-71.66
11 - 33 - 14 - 42,-78.0
23 - 71.4,-48.4
5 - 25 - 85 - 9,-114.0
33 - 63 - 10.56 - 34,-74.56
35 - 11 - 65 - 91 - 1.97,-133.97
85 - 21.68 - 48 - 3.6 - 15.66,-3.94
9 - 93 - 89 - 66 - 44.09,-283.09
63 - 45.23 - 80.96 - 85 - 92.5,-240.69
91.69 - 91.9,-0.21
33.17 - 39.32 - 49,-55.15
75.9 - 96 - 100 - 12.67,-132.77
9 - 26.7,-17.7
98.27 - 29 - 76.5 - 71,-78.23
24 - 39 - 67.38 - 59.4 - 36,-177.78
42.64 - 25 - 83,-65.36
11 - 48,-37.0
80.45 - 11.55 - 26.19 - 35.49 - 43.56,-36.34
93.12 - 73.82 - 8.34 - 43,-32.04
85.56 - 48,37.56
19 - 19.18 - 72.53,-72.71
79.14 - 94 - 21.61 - 5.22 - 25.31,-67.0
8.7 - 60 - 33.9 - 34,-119.2
42 - 95.76,-53.76
26 - 22 - 55.76,-51.76
3 - 31 - 53.09 - 55.06 - 44.18,-180.33
52.22 - 83 - 39 - 17.12,-86.9
80.56 - 23.14 - 70 - 11.61 - 65,-89.19
50 - 99 - 7 - 44.04,-100.04
43 - 98 - 58.91,-113.91
97 - 89 - 31.8 - 11 - 56,-90.8
43.26 - 23,20.26
31 - 97.56,-66.56
94 - 89 - 88,-83.0
55.06 - 62.0 - 91.37,-98.31
41.36 - 80,-38.64
28.45 - 59.81,-31.36
38.07 - 22.84 - 39.03 - 10.46 - 30,-64.26
25.01 - 52.92 - 68.1 - 82 - 99.49,-277.5
9.14 - 49 - 1 - 22.57 - 24,-87.43
75 - 74.15 - 42.01 - 21.69,-62.85
27 - 52.35 - 71.56 - 7.94,-104.85
40 - 62 - 56.13 - 73.97,-152.1
29.58 - 60,-30.42
65 - 60,5.0
12 - 21.91 - 11.37 - 49.33 - 69,-139.61
86 - 87 - 91.99 - 15.15 - 68,-176.14
76.14 - 2,74.14
78 - 97.35 - 69 - 68,-156.35
9.32 - 51.21 - 77.02 - 71 - 36.2,-226.11
89.49 - 42 - 85 - 68.92,-106.43
52 - 100,-48.0
21.98 - 56,-34.02
22 - 34 - 10.39 - 82 - 50.31,-154.7
21 - 79.84,-58.84
81.58 - 100 - 29.42 - 75,-122.84
64 - 13 - 83 - 78.37 - 87,-197.37
78 - 64.12 - 57,-43.12
48.47 - 74.66,-26.19
20 - 8,12.0
50 - 98.5,-48.5
71.85 - 97.56 - 18,-43.71
1 - 94.84 - 8.99 - 21 - 54,-177.83
64 - 75,-11.0
84.41 - 67.32 - 56.11 - 32 - 63,-134.02
7.06 - 57 - 43.43 - 54.02,-147.39
89 - 77.29,11.71
38.04 - 71.27 - 69,-102.23
77.9 - 83.54 - 35 - 45.35 - 94.27,-180.26
70 - 78.19 - 99 - 58.01,-165.2
32.05 - 16.39 - 65.9,-50.24
86 - 60.09 - 21,4.91
26 - 72.33 - 65 - 68.76,-180.09
51.39 - 31.91 - 4.29 - 91,-75.81
57.43 - 51,6.43
41.36 - 50,-8.64
37.24 - 64.52,-27.28
58 - 97 - 62.26 - 82,-183.26
93 - 33 - 32.35 - 82.84,-55.19
76.33 - 59.77,16.56
67 - 42.34 - 54,-29.34
62 - 29.35,32.65
15.79 - 84 - 39 - 18,-125.21
77 - 4 - 71 - 67,-65.0
57 - 4.0 - 89.9 - 86,-122.9
16.94 - 56 - 76.37,-115.43
12 - 3,9.0
46 - 15 - 90 - 72 - 65,-196.0
84.17 - 83.41 - 60 - 50 - 30,-139.24
62 - 35.61,26.39
44 - 13 - 13.41 - 20 - 31.01,-33.42
48.2 - 28.21,19.99
94.99 - 46.43,48.56
88 - 53.04 - 10.43,24.53
49 - 48.65 - 28,-27.65
79 - 83 - 32,-36.0
57 - 54.82 - 66 - 50,-113.82
8.57 - 22.35 - 15 - 26,-54.78
12 - 13.97 - 48 - 77 - 19.63,-146.6
12.17 - 50 - 75.41 - 58.27 - 67,-238.51
49 - 98,-49.0
76.16 - 99.84 - 5 - 40.9,-69.58
13 - 70 - 20.96 - 12.14,-90.1
17.36 - 50,-32.64
67.9 - 60 - 22 - 14.12 - 66.41,-94.63
89 - 82 - 55 - 96.07 - 5.45,-149.52
79 - 43 - 81.09,-45.09
16 - 6.74 - 93.33 - 4,-88.07
26.02 - 90.72 - 97 - 42 - 28.24,-231.94
11 - 75.17 - 15 - 31 - 14,-124.17
27 - 85.03 - 43.11,-101.14
36.0 - 26 - 34.69 - 66 - 64.3,-154.99
41.57 - 98.3 - 57.52 - 31 - 59.53,-204.78
23 - 65.38 - 79.73 - 2.33 - 3.37,-127.81
56.52 - 12 - 73,-28.48
77.69 - 46.62,31.07
35.08 - 59 - 99,-122.92
43.55 - 56 - 29 - 42.48,-83.93
62 - 44 - 34.99 - 23 - 1.53,-41.52
98 - 59 - 86,-47.0
58 - 55 - 34.35,-31.35
29 - 98.49 - 62,-131.49
75.12 - 6,69.12
51 - 87 - 33 - 46.85,-115.85
89.19 - 46.55 - 46.5 - 7,-10.86
47.59 - 96.62,-49.03
58 - 78 - 6.57 - 83 - 48.8,-158.37
52 - 83 - 68.93 - 65.53,-165.46
33 - 74.72 - 52.19 - 84,-177.91
5.53 - 22 - 40.53 - 54,-111.0
32.52 - 70.3 - 60.18,-97.96
31.56 - 63 - 14 - 6.62,-52.06
88 - 91 - 60,-63.0
22.08 - 99.54 - 45,-122.46
76.12 - 9 - 33 - 17 - 67.94,-50.82
16 - 57 - 63,-104.0
71 - 34.59 - 74 - 97,-134.59
76 - 39,37.0
80.42 - 79.5,0.92
52 - 40.14 - 36.61 - 8 - 29,-61.75
77.15 - 21 - 87.47 - 27.04 - 72,-130.36
45.93 - 80,-34.07
35 - 81.61 - 74.96,-121.57
36.39 - 77 - 87,-127.61
79 - 25 - 60.71 - 30,-36.71
13.94 - 3.29 - 78,-67.35
89.99 - 3.01 - 23 - 24,39.98
9 - 32 - 22 - 55.19,-100.19
5.83 - 38.55 - 76.68 - 57 - 96,-262.4
28.55 - 43 - 50 - 43 - 92,-199.45
75 - 97 - 22,-44.0
61 - 42 - 33,-14.0
19 - 62 - 74 - 7.11 - 48,-172.11
56 - 12 - 89.27,-45.27
10 - 53.21 - 26.01 - 56,-125.22
65.79 - 39.7,26.09
66.35 - 94.09,-27.74
30.66 - 63,-32.34
74.6 - 34 - 42 - 26.21,-27.61
51.02 - 34,17.02
65 - 13 - 18 - 55.48 - 48,-69.48
11.65 - 98.95,-87.3
58 - 96 - 9.86,-47.86
67.97 - 64 - 84.61 - 24.07,-104.71
35 - 78,-43.0
67.67 - 9.56 - 33,25.11
53.09 - 72 - 72.35 - 63.17,-154.43
84.56 - 72.35,12.21
41 - 82.88 - 53 - 41.32,-136.2
