Question,Answer
(6 * 5),30
(3 * 1),3
(4 / 2),2
((6 + 8) - 8),6
(1 - 14),-13
(14 - 17),-3
((2 * 15) - 19),11
(4 + 14),18
(5 * 5),25
((10 * 5) - 14),36
(14 * 15),210
(20 - 10),10
(1 - 6),-5
((11 + 15) - 9),17
(12 + 4),16
(18 + 7),25
((14 - 14) / 11),0
(12 + 7),19
(19 * 19),361
(4 * 2),8
((10 - 17) * 2),-14
(3 - 7),-4
(15 * 19),285
((6 * 16) - 18),78
((17 * 12) + 5),209
((16 - 13) + 12),15
((14 / 2) - 6),1
(11 - 14),-3
(14 - 9),5
((8 / 8) * 5),5
((20 + 17) + 16),53
(1 - 17),-16
((19 - 10) - 1),8
((3 + 14) - 16),1
(16 * 17),272
((8 - 19) + 15),4
(10 - 13),-3
((10 * 4) - 20),20
(11 - 19),-8
((6 * 8) * 20),960
((18 - 1) - 1),16
(9 + 14),23
((6 + 9) - 4),11
(4 - 1),3
(20 - 19),1
(18 - 20),-2
((4 - 11) * 2),-14
(18 - 15),3
((20 / 10) - 10),-8
(7 + 14),21
((16 * 5) - 20),60
(9 / 3),3
((7 + 20) + 19),46
(3 * 15),45
((11 + 14) - 10),15
(7 - 4),3
((10 + 13) + 3),26
(9 + 10),19
(19 - 1),18
((12 + 7) * 17),323
((9 * 15) + 16),151
((2 * 7) * 11),154
(11 + 3),14
((14 * 6) * 5),420
((1 + 12) - 20),-7
(7 + 18),25
((5 - 14) - 1),-10
(11 + 1),12
(15 * 17),255
((2 - 20) + 11),-7
((12 - 17) - 4),-9
(6 - 13),-7
((5 / 1) * 8),40
(9 + 19),28
(18 + 4),22
(3 + 3),6
(8 - 20),-12
(20 - 20),0
(20 + 6),26
((12 * 17) - 19),185
(1 + 12),13
(20 * 12),240
(19 + 5),24
((6 - 11) + 6),1
((14 - 14) + 17),17
((1 + 14) - 10),5
(3 - 3),0
((4 + 13) - 6),11
(2 + 4),6
(2 - 18),-16
(10 * 20),200
((12 + 9) * 3),63
((9 - 11) - 12),-14
(16 + 12),28
((16 + 1) + 17),34
(14 - 8),6
((9 * 8) / 4),18
(2 + 19),21
(15 + 3),18
((2 + 1) + 13),16
(6 - 15),-9
(14 + 7),21
(12 * 6),72
((6 - 16) + 7),-3
((5 / 3) * 15),25
((12 * 2) / 1),24
(16 * 11),176
((7 * 9) + 11),74
((20 * 2) * 13),520
(17 - 8),9
((19 - 3) * 15),240
((17 + 17) / 1),34
((7 + 3) - 12),-2
(19 + 8),27
((13 * 6) - 16),62
(12 - 8),4
((7 - 6) + 6),7
((12 - 2) + 4),14
(7 - 4),3
(6 - 17),-11
(8 - 12),-4
(11 + 19),30
((4 * 14) - 16),40
((15 - 17) * 18),-36
((16 - 13) - 6),-3
(1 * 5),5
((13 - 7) * 15),90
(14 + 19),33
(11 + 9),20
(10 - 18),-8
(8 / 4),2
(19 - 8),11
(20 + 11),31
(15 + 18),33
(19 + 20),39
(10 * 13),130
(17 * 20),340
((2 + 16) * 20),360
(10 / 10),1
((5 + 6) + 15),26
(19 - 4),15
((16 + 15) * 8),248
((7 * 5) * 19),665
((20 + 20) - 20),20
((4 * 15) * 10),600
((10 + 4) * 9),126
(14 + 14),28
((8 * 17) + 20),156
(1 - 11),-10
((19 + 4) - 4),19
(15 * 19),285
(14 - 1),13
(4 * 11),44
(17 * 17),289
((5 - 5) + 7),7
(12 * 17),204
((1 * 7) + 2),9
(11 + 7),18
((14 - 8) - 3),3
(15 * 6),90
(2 + 13),15
((14 - 5) * 3),27
(14 - 9),5
((4 + 5) * 16),144
(10 * 17),170
((4 + 13) + 8),25
((6 * 4) + 11),35
((19 - 17) + 15),17
(10 - 12),-2
((15 - 12) + 15),18
(2 + 16),18
((18 + 2) + 3),23
(19 + 13),32
(3 + 10),13
((18 + 8) + 10),36
((9 * 5) * 17),765
(7 - 17),-10
(2 + 17),19
(19 - 12),7
((4 + 5) * 10),90
(15 + 17),32
(7 * 14),98
(18 - 5),13
(16 * 18),288
(18 + 17),35
((2 + 6) + 17),25
(9 - 7),2
((8 - 11) + 2),-1
(8 * 17),136
(12 + 14),26
((10 * 5) - 7),43
((7 + 8) * 20),300
((19 + 8) - 16),11
(8 - 15),-7
(9 + 20),29
((5 * 4) * 10),200
((8 + 12) * 11),220
((13 + 11) - 6),18
((2 / 2) - 12),-11
(5 + 1),6
(5 - 9),-4
(15 + 17),32
((7 * 10) * 9),630
((10 + 8) + 3),21
(2 - 16),-14
((11 * 11) - 16),105
(1 + 20),21
(19 * 2),38
((3 - 5) * 10),-20
(17 * 14),238
(16 * 10),160
((16 * 18) + 17),305
((7 - 9) - 12),-14
(14 * 18),252
(2 * 5),10
(12 * 16),192
(13 * 13),169
((7 + 5) * 6),72
(1 * 14),14
((10 - 18) / 2),-4
((6 + 1) - 5),2
(12 * 8),96
((10 + 14) - 5),19
((11 + 6) * 1),17
(10 * 9),90
((18 - 6) - 3),9
(12 * 5),60
(20 * 6),120
((11 - 17) - 9),-15
(2 + 14),16
(19 + 10),29
((8 - 18) - 5),-15
(20 - 10),10
(18 * 17),306
((18 / 1) - 3),15
(3 * 12),36
(7 * 17),119
(1 - 5),-4
((6 - 3) * 11),33
((18 * 9) - 7),155
((7 - 12) + 2),-3
((1 * 7) / 1),7
((5 - 5) / 1),0
((16 / 16) - 5),-4
((5 + 11) - 12),4
((4 + 13) + 10),27
((20 / 10) * 15),30
(15 / 5),3
((16 * 17) + 10),282
((13 * 2) - 10),16
((10 - 11) - 6),-7
((19 + 17) - 7),29
((2 + 20) - 8),14
(1 * 19),19
(7 + 7),14
(3 + 17),20
(8 * 17),136
(6 - 11),-5
((10 - 13) - 10),-13
(18 * 9),162
((12 - 3) * 1),9
((12 * 7) + 1),85
((1 + 20) * 12),252
(20 * 13),260
(2 - 16),-14
(2 - 5),-3
(15 - 5),10
(10 + 10),20
(4 + 11),15
(19 + 5),24
((18 / 6) * 16),48
((17 * 20) + 6),346
(1 + 16),17
((11 * 19) + 16),225
((4 - 18) + 1),-13
((3 * 5) + 18),33
((8 * 14) * 6),672
(20 - 13),7
((5 + 4) / 3),3
((14 + 18) / 2),16
(6 + 7),13
(9 + 18),27
(16 + 10),26
((20 + 15) - 4),31
((1 * 2) + 5),7
(9 * 13),117
((2 * 19) + 12),50
((17 + 12) + 11),40
((11 - 2) * 8),72
((14 * 20) + 3),283
(9 * 4),36
(8 + 15),23
(5 * 9),45
((3 + 9) * 18),216
(6 * 9),54
(7 + 10),17
(6 - 15),-9
((3 + 8) * 9),99
((2 - 17) + 1),-14
((5 * 18) + 17),107
((20 - 8) + 6),18
(7 + 19),26
(11 * 20),220
(9 * 3),27
(3 + 6),9
(10 + 11),21
((16 / 8) - 6),-4
((2 + 2) * 2),8
((2 * 7) * 8),112
(13 * 15),195
((20 / 4) - 18),-13
((7 - 8) - 9),-10
(14 * 15),210
((2 - 5) * 15),-45
(20 - 4),16
(15 + 10),25
(18 - 2),16
((1 + 17) - 6),12
(7 * 20),140
(6 - 13),-7
((17 + 3) + 2),22
(6 / 1),6
(12 - 3),9
(12 - 17),-5
(5 - 2),3
((2 * 6) + 10),22
(1 + 5),6
(2 + 1),3
((15 * 12) + 10),190
(11 + 2),13
((5 - 4) + 18),19
(9 + 14),23
((13 - 5) - 10),-2
((9 + 20) * 20),580
(19 + 9),28
(10 + 9),19
(8 * 9),72
(5 * 1),5
(10 * 14),140
((2 * 17) + 19),53
(1 - 5),-4
(13 * 9),117
(15 - 5),10
(15 - 14),1
((19 / 19) - 14),-13
((18 - 2) * 7),112
(15 + 14),29
(9 - 8),1
((6 * 13) * 6),468
((7 + 20) * 2),54
((18 + 8) * 6),156
((12 * 5) + 18),78
((12 - 6) / 3),2
(8 - 1),7
(12 - 14),-2
(3 / 3),1
(12 + 20),32
(5 - 13),-8
((15 - 13) + 11),13
(12 - 9),3
((3 - 10) * 16),-112
(3 * 19),57
(1 * 17),17
((9 + 18) + 14),41
(20 / 10),2
(1 - 14),-13
((3 - 1) * 11),22
(9 * 2),18
(6 / 6),1
(8 + 12),20
(7 - 17),-10
((5 + 1) - 6),0
((17 - 10) + 4),11
(11 * 8),88
(1 - 2),-1
(16 - 10),6
(4 * 10),40
((11 - 15) - 11),-15
((9 + 7) * 17),272
((12 * 10) + 8),128
(13 - 15),-2
((18 + 3) + 1),22
((4 * 10) * 8),320
((18 / 9) + 7),9
(10 * 3),30
(9 / 9),1
(14 + 12),26
(7 - 9),-2
((18 * 19) + 10),352
((9 - 20) - 9),-20
((11 - 18) * 18),-126
(1 - 5),-4
(5 - 2),3
((6 * 8) / 6),8
(11 - 9),2
((15 + 15) + 7),37
((19 + 12) - 11),20
((16 * 19) - 14),290
((7 - 16) + 6),-3
(7 * 8),56
((12 * 2) - 12),12
(16 - 11),5
((5 + 5) * 13),130
(3 - 20),-17
(17 * 10),170
(4 - 19),-15
(11 + 18),29
(10 * 4),40
(11 * 10),110
((9 * 17) - 12),141
(11 + 18),29
((10 - 7) + 11),14
((7 * 14) / 14),7
(12 * 13),156
(1 - 9),-8
(13 * 2),26
(12 * 8),96
((18 + 19) - 8),29
((3 - 1) - 12),-10
((10 * 20) - 19),181
(7 - 6),1
((9 - 7) * 10),20
((3 + 3) + 11),17
((14 - 2) * 20),240
(14 * 14),196
(3 + 16),19
((11 + 19) / 10),3
(17 * 3),51
((9 * 17) - 13),140
(6 / 1),6
(11 * 7),77
(20 * 12),240
(9 + 16),25
((3 - 4) * 19),-19
(4 - 7),-3
((3 - 9) * 8),-48
(9 + 14),23
((12 / 4) / 1),3
(18 * 13),234
((12 + 20) + 10),42
((18 * 13) / 18),13
(14 / 1),14
((10 + 20) * 7),210
(2 + 7),9
((4 + 20) - 20),4
((4 / 20) * 5),1
((5 + 12) - 16),1
((20 - 20) / 20),0
((3 + 5) + 16),24
((8 + 6) + 13),27
(1 * 12),12
(18 / 2),9
(9 - 18),-9
((17 + 19) * 3),108
((13 - 20) * 17),-119
(15 + 16),31
((18 + 7) * 3),75
((20 - 11) + 20),29
((17 * 20) / 17),20
((18 * 17) + 18),324
((19 - 2) * 10),170
(14 - 7),7
((18 + 2) / 10),2
(3 * 12),36
(13 + 9),22
(11 / 11),1
(18 + 4),22
(11 / 11),1
(6 * 1),6
((10 * 3) * 3),90
((11 - 13) - 9),-11
((9 + 8) * 10),170
(5 - 17),-12
(12 - 3),9
((5 + 19) - 20),4
((5 - 3) - 17),-15
((14 + 20) * 17),578
(11 * 9),99
(19 / 19),1
((5 * 17) - 12),73
((18 - 9) * 3),27
((2 + 12) + 5),19
((20 - 4) - 5),11
(2 * 2),4
(11 * 5),55
((18 - 15) + 9),12
(16 + 1),17
((7 + 1) * 6),48
(10 - 19),-9
((5 - 13) - 11),-19
(20 / 5),4
(18 + 10),28
((7 + 15) - 9),13
((3 + 3) - 20),-14
((10 + 9) - 18),1
(18 - 7),11
(4 * 7),28
(15 - 18),-3
(6 * 20),120
((2 * 17) + 5),39
(19 + 7),26
(19 * 18),342
(1 + 14),15
(13 * 7),91
((15 * 17) - 7),248
((8 + 16) + 1),25
(13 - 10),3
(17 * 5),85
((5 - 19) - 15),-29
(15 - 20),-5
(2 - 17),-15
(17 + 13),30
(11 - 18),-7
(18 * 14),252
((18 / 2) / 1),9
((18 + 4) * 14),308
(4 * 4),16
((19 - 15) * 17),68
(8 - 10),-2
(17 - 6),11
(19 * 13),247
(20 + 1),21
(20 * 4),80
(7 + 8),15
(6 + 12),18
((14 - 4) - 4),6
(3 + 2),5
(5 + 1),6
(14 * 10),140
(19 - 3),16
(3 + 3),6
((7 - 18) - 11),-22
((6 - 12) + 11),5
((7 - 8) * 3),-3
((3 + 2) * 20),100
(16 - 5),11
((2 * 10) + 5),25
((2 - 5) + 10),7
(3 + 8),11
(1 * 20),20
((9 - 2) * 2),14
(16 * 17),272
(1 * 11),11
((6 + 20) * 10),260
((10 + 15) * 8),200
(1 - 18),-17
(4 + 17),21
((4 - 1) + 8),11
(1 + 18),19
((11 - 1) * 5),50
(6 * 5),30
((4 - 4) / 20),0
((19 * 2) * 9),342
(17 - 4),13
(19 * 13),247
((17 + 17) * 3),102
(1 * 16),16
((14 - 6) + 16),24
(14 - 6),8
(16 + 12),28
(19 - 11),8
((17 + 16) * 18),594
(12 + 4),16
(6 * 17),102
(3 - 6),-3
(13 - 14),-1
((13 + 10) + 16),39
(11 - 13),-2
(9 - 18),-9
((10 + 4) - 14),0
((7 + 13) - 2),18
(13 - 4),9
((6 - 10) + 12),8
((8 * 4) - 15),17
(2 + 12),14
(4 - 20),-16
((15 * 15) + 1),226
(2 - 12),-10
(6 - 10),-4
(2 * 19),38
((18 + 20) - 16),22
(8 * 1),8
(13 * 20),260
(11 - 4),7
(13 - 2),11
(1 * 17),17
((12 * 9) - 4),104
(12 - 4),8
(11 * 13),143
((8 + 1) / 1),9
(1 - 7),-6
((5 * 19) - 5),90
(15 * 13),195
((2 + 15) * 2),34
(11 - 14),-3
((19 + 19) - 19),19
((7 * 18) - 15),111
((19 + 8) + 6),33
(15 + 20),35
(17 - 17),0
(15 * 5),75
((17 * 1) - 5),12
((3 * 7) - 19),2
((20 - 17) * 4),12
(11 - 16),-5
(7 + 17),24
((5 - 18) - 8),-21
((1 * 7) + 14),21
(5 - 12),-7
(16 - 4),12
((8 + 8) - 14),2
((10 + 11) + 1),22
(6 + 8),14
(3 + 2),5
(10 + 9),19
(12 - 19),-7
(19 - 16),3
((10 * 14) - 4),136
(17 - 8),9
((6 * 11) + 4),70
((10 * 8) + 13),93
(20 - 13),7
(17 * 20),340
(18 - 18),0
(15 + 14),29
((12 + 3) - 20),-5
(4 - 17),-13
((13 / 2) * 18),117
(5 * 13),65
(12 * 1),12
(12 * 9),108
((19 - 8) + 5),16
((13 + 7) * 10),200
((1 + 5) * 3),18
(14 * 4),56
(20 * 14),280
((3 * 12) + 9),45
(11 + 5),16
(17 - 2),15
(7 * 15),105
(4 * 7),28
((10 - 17) * 2),-14
(11 * 18),198
((10 + 15) + 17),42
((6 * 20) + 14),134
(9 + 7),16
(14 * 4),56
(6 - 7),-1
(13 * 18),234
((11 + 14) - 10),15
(17 * 20),340
(9 + 4),13
((14 + 19) + 18),51
(3 * 6),18
(14 + 2),16
(6 + 9),15
(6 + 6),12
(18 * 2),36
(5 * 19),95
((13 * 18) - 19),215
((4 + 20) + 4),28
((6 - 16) * 3),-30
(20 * 10),200
(13 + 7),20
(11 * 11),121
(10 - 3),7
(20 * 14),280
(10 + 1),11
(17 + 20),37
(6 - 11),-5
(11 * 14),154
(10 - 18),-8
(20 - 13),7
((8 * 14) / 16),7
(9 * 10),90
((1 + 7) - 18),-10
(19 * 11),209
(9 + 17),26
((1 - 19) - 3),-21
((2 - 16) - 3),-17
(17 * 12),204
((9 - 16) - 18),-25
(1 * 6),6
(6 + 3),9
(12 + 17),29
(7 + 2),9
(16 - 3),13
((16 * 14) + 3),227
((10 - 2) * 14),112
((15 * 10) * 1),150
((4 / 3) * 6),8
(9 * 5),45
((5 + 2) * 14),98
(2 + 9),11
(4 + 18),22
(17 - 4),13
((15 * 18) + 16),286
(18 - 16),2
(16 * 10),160
((9 - 9) / 9),0
(13 + 10),23
((15 + 8) + 8),31
((4 - 13) + 6),-3
((11 / 1) - 3),8
(19 + 13),32
((14 * 11) + 11),165
(12 - 17),-5
((13 - 10) * 1),3
(19 - 5),14
((2 + 12) / 7),2
((19 * 2) - 13),25
(11 + 14),25
((20 - 20) + 2),2
(2 + 17),19
(2 - 13),-11
((12 * 7) * 11),924
(20 * 15),300
((1 + 20) * 9),189
((12 / 3) + 8),12
((9 + 16) - 5),20
(3 + 3),6
(2 * 19),38
((9 * 3) + 15),42
((11 * 10) - 19),91
((19 - 13) * 16),96
(15 * 8),120
((10 + 15) + 3),28
((4 * 6) - 10),14
(3 - 19),-16
((12 + 7) * 17),323
((2 - 7) - 14),-19
(17 * 13),221
(4 - 20),-16
((10 + 17) - 13),14
((13 - 15) - 2),-4
((18 - 2) + 19),35
(3 * 8),24
(5 + 8),13
((1 * 14) + 15),29
((3 - 19) - 10),-26
(15 + 17),32
(20 + 4),24
((7 - 13) * 17),-102
((17 * 11) + 2),189
((1 * 12) / 12),1
((7 - 15) + 3),-5
((11 * 9) - 2),97
(9 + 16),25
((14 + 20) * 17),578
(14 + 5),19
(11 - 14),-3
((8 * 12) - 6),90
(12 - 6),6
((10 + 20) * 3),90
((9 * 19) + 12),183
(6 - 18),-12
(10 + 5),15
((4 + 14) * 17),306
(8 * 13),104
(18 + 9),27
((1 + 18) - 3),16
((12 * 2) + 2),26
((18 + 4) - 19),3
((2 - 3) + 9),8
((17 + 17) * 7),238
(1 - 2),-1
((7 / 1) + 9),16
(12 * 4),48
((10 + 6) * 13),208
(8 + 10),18
(14 + 11),25
(2 + 14),16
(2 + 10),12
((11 * 18) + 15),213
(1 - 7),-6
(8 * 3),24
(7 / 1),7
((15 + 19) * 17),578
(12 * 17),204
((11 * 16) + 5),181
(20 / 5),4
((5 * 8) - 10),30
(20 + 6),26
(5 * 9),45
(20 + 3),23
(4 - 20),-16
((2 * 8) - 11),5
(17 * 17),289
(18 * 6),108
(9 / 9),1
((15 * 8) / 6),20
(1 - 18),-17
((15 * 12) + 4),184
((12 - 11) - 11),-10
(18 - 10),8
((15 - 20) * 4),-20
(2 + 7),9
(4 - 9),-5
(8 + 18),26
(16 - 4),12
(2 - 7),-5
((9 - 17) + 11),3
((2 + 7) + 16),25
(20 + 17),37
((3 * 7) - 12),9
((20 + 5) + 6),31
((20 / 2) - 4),6
((1 + 19) - 18),2
((11 + 18) + 3),32
