Question,Answer
16 + 4.06 + 91 + 57,168.06
24 + 1 + 41.21,66.21
63 + 22.65 + 44.04 + 40,169.69
85 + 8 + 38.31 + 66.01,197.32
75.97 + 23,98.97
97 + 6.66 + 8.17,111.83
29 + 6.08,35.08
61.53 + 40,101.53
89 + 2 + 90 + 13,194.0
14.51 + 81.93 + 17.56,114.0
86.2 + 92.95 + 93,272.15
64 + 64.65,128.65
42 + 12.2 + 25 + 45.58,124.78
67 + 89.83 + 71 + 67,294.83
55 + 93.78,148.78
94 + 99.47,193.47
78 + 75.28 + 84,237.28
69 + 3 + 17,89.0
54 + 98.94 + 62.09 + 59,274.03
83.72 + 91 + 56.95 + 30.6,262.27
52 + 20.16 + 49.28,121.44
17.61 + 30.63 + 90.77,139.01
60 + 87.06 + 46,193.06
69 + 24 + 77.87 + 78.1,248.97
68.66 + 57.25,125.91
49 + 90.15 + 29,168.15
30 + 94.73,124.73
49.8 + 40.03,89.83
70.79 + 26,96.79
3 + 44,47.0
73.56 + 72,145.56
71 + 34.49 + 98.18,203.67
18 + 41.73 + 21,80.73
6.64 + 97.54 + 55 + 3,162.18
78 + 43,121.0
34 + 87,121.0
4.3 + 38.57,42.87
3.96 + 8 + 40,51.96
72 + 5 + 17,94.0
65.89 + 62.99 + 68,196.88
66.42 + 46,112.42
85 + 69.07,154.07
89 + 83,172.0
52.75 + 83,135.75
41 + 74.63 + 14.11 + 39.07,168.81
55 + 90.9 + 26,171.9
5.66 + 60 + 4 + 99.29,168.95
52.53 + 39 + 19.32 + 3,113.85
56.56 + 85.16 + 55 + 77.14,273.86
71.43 + 75 + 49 + 48.5,243.93
79 + 68.91 + 28.18 + 54.44,230.53
62 + 13,75.0
65.96 + 42 + 44.93 + 62.99,215.88
63 + 99.11 + 77.01,239.12
58.98 + 100 + 12.94 + 97,268.92
84.87 + 58.76 + 19,162.63
10 + 36.46 + 5,51.46
77.84 + 86.78,164.62
58 + 64 + 97 + 37,256.0
71 + 70 + 99 + 77,317.0
85 + 59 + 42,186.0
82 + 71.74 + 79.05 + 10,242.79
1 + 6.01,7.01
63.43 + 95 + 50,208.43
45 + 89.15,134.15
32 + 97 + 5.12 + 30,164.12
59.44 + 72,131.44
75 + 75.7 + 22.4,173.1
75.59 + 31.18 + 13 + 10,129.77
25.96 + 6.94,32.9
88.0 + 86.75 + 98.2 + 45.6,318.55
90 + 58.74 + 94.76 + 51.18,294.68
93 + 61.59 + 76 + 88,318.59
43.23 + 87.44 + 34.44 + 70.21,235.32
73.58 + 88 + 29,190.58
54.54 + 31.27 + 5,90.81
91 + 12,103.0
45.91 + 83 + 83.72,212.63
93.18 + 46.62 + 74 + 91.85,305.65
38.86 + 56,94.86
88 + 81.08,169.08
2 + 33,35.0
98 + 6.77,104.77
6 + 95 + 32.79 + 31,164.79
66.74 + 63.13,129.87
20 + 77.22 + 47,144.22
1.83 + 60.38 + 25.38 + 41,128.59
58.44 + 43.19 + 86.76,188.39
56.02 + 11.83 + 1,68.85
50.12 + 87.91 + 21.63,159.66
30 + 19.09 + 12,61.09
24 + 61 + 90 + 99.49,274.49
28.57 + 71,99.57
46.35 + 30 + 88,164.35
31.0 + 53 + 10.97 + 45.85,140.82
35.21 + 32.36,67.57
83.43 + 14 + 50.15 + 68,215.58
41 + 71,112.0
51 + 22,73.0
10 + 28,38.0
92 + 26.02 + 40 + 21.59,179.61
16.36 + 22 + 35.34 + 60,133.7
29 + 71.48 + 12 + 93.28,205.76
37.13 + 10.26 + 91.83 + 92.59,231.81
45.79 + 84.26 + 86.88,216.93
18.61 + 53.49,72.1
39.85 + 47.81,87.66
31 + 59 + 33.2 + 48,171.2
79.87 + 64 + 93.47 + 70,307.34
27 + 49,76.0
70.11 + 71.72,141.83
30 + 82 + 86,198.0
26.33 + 27.76 + 93,147.09
86 + 87.86 + 41,214.86
96 + 89.46,185.46
25.61 + 81,106.61
2.89 + 3 + 13,18.89
91.92 + 76 + 49 + 74,290.92
9.62 + 54.32 + 79.33 + 76,219.27
57 + 8,65.0
20.98 + 34.42,55.4
94.45 + 35 + 28.01 + 14.29,171.75
16.35 + 22.98 + 40 + 76.29,155.62
73.9 + 58 + 12 + 99,242.9
61 + 12 + 85.83,158.83
86.23 + 86,172.23
51.05 + 45 + 43 + 86,225.05
26.89 + 87.04 + 6 + 75.17,195.1
85.87 + 60 + 1.06,146.93
59.85 + 60.39 + 31 + 60.86,212.1
35.07 + 94.18 + 53.77 + 35.2,218.22
96.74 + 12.91,109.65
8 + 90 + 13.84 + 11,122.84
94 + 33,127.0
59.64 + 20.67 + 34.35,114.66
25.57 + 64 + 95 + 97.51,282.08
18 + 8 + 31 + 76.83,133.83
59.16 + 1.12 + 38.63 + 29,127.91
36.94 + 62,98.94
71.04 + 11.89,82.93
87.09 + 100 + 35 + 47.38,269.47
3 + 55 + 6,64.0
52 + 86.37 + 7 + 96,241.37
11 + 85 + 30.97 + 80.03,207.0
91 + 98.26 + 25 + 36,250.26
50 + 9.35 + 26.2,85.55
3 + 75 + 7,85.0
69 + 3 + 78.53 + 59.89,210.42
3 + 3 + 93,99.0
100 + 59 + 6.05 + 3.98,169.03
83 + 56,139.0
54 + 69.78,123.78
64 + 1.81 + 65,130.81
39.56 + 69.6,109.16
31 + 39.75,70.75
38 + 64.98 + 4.78 + 79.05,186.81
47 + 87.87,134.87
80 + 1 + 39,120.0
7 + 24,31.0
53 + 24 + 32,109.0
92 + 34 + 77,203.0
63.68 + 75 + 94 + 14,246.68
33.39 + 4.79 + 55.37 + 61.35,154.9
94 + 62.83 + 70 + 85.45,312.28
38.83 + 21,59.83
33 + 37.18 + 9,79.18
33 + 77.17,110.17
45.78 + 82.87 + 96.81,225.46
68.25 + 8.68 + 11.13 + 4,92.06
41.09 + 12.53,53.62
73.4 + 59.97 + 56 + 75.39,264.76
85 + 59 + 23,167.0
93 + 7.79 + 28.27 + 63.7,192.76
45 + 30 + 52.59,127.59
10 + 1,11.0
23 + 19.47,42.47
21 + 24 + 99.95,144.95
18 + 38 + 69 + 49,174.0
6.67 + 54.01 + 31.65,92.33
80 + 20.27,100.27
84.86 + 16.38 + 31,132.24
27 + 85.03,112.03
88 + 28.32,116.32
65.04 + 58.37,123.41
33 + 38 + 24 + 67.49,162.49
87 + 1 + 77.5 + 25.4,190.9
75 + 43.56,118.56
42.89 + 6 + 74.8,123.69
69.26 + 3 + 55,127.26
80 + 8,88.0
1.4 + 96.59 + 66.73,164.72
67 + 98.12,165.12
36.09 + 87 + 60.03 + 45.19,228.31
94 + 73 + 79.15,246.15
32.45 + 58 + 57.9 + 1,149.35
78.21 + 38.93,117.14
91 + 42.43 + 92,225.43
57 + 72.46,129.46
86 + 84 + 27 + 30.6,227.6
37.4 + 51 + 29.41,117.81
6.08 + 58.66,64.74
65.68 + 11 + 28 + 27.56,132.24
36.32 + 32 + 67.18 + 74,209.5
36 + 70.47 + 66.24 + 70,242.71
90.21 + 44.79,135.0
66.81 + 55.81 + 51.52 + 55,229.14
29.07 + 93 + 34 + 56,212.07
76 + 76.17 + 62.75,214.92
45.1 + 4.17 + 6.48 + 8,63.75
61.71 + 76 + 30,167.71
50 + 3 + 38.87,91.87
48 + 28,76.0
100 + 38,138.0
34.72 + 31.13 + 76.78 + 25,167.63
25 + 94.28 + 44.77,164.05
7.78 + 52.56,60.34
44 + 88.09 + 10 + 22,164.09
18 + 25.16,43.16
39.58 + 18 + 56 + 75,188.58
74 + 76.25 + 18,168.25
33.99 + 19 + 63 + 7.25,123.24
10.02 + 88 + 12 + 47,157.02
95.61 + 59 + 7,161.61
8 + 96 + 74,178.0
2.35 + 3.49,5.84
69 + 100,169.0
75 + 50 + 19 + 87.42,231.42
34.83 + 77.26,112.09
45 + 48,93.0
22 + 49.13,71.13
62 + 78 + 76 + 61.15,277.15
88.84 + 1 + 11,100.84
90.54 + 81.23 + 82,253.77
50.07 + 12.18 + 5.16 + 76,143.41
43 + 66.35 + 35 + 42.87,187.22
10.31 + 47 + 50,107.31
86 + 23 + 20 + 94.87,223.87
76.03 + 72.46,148.49
65.76 + 34.71,100.47
40.19 + 74,114.19
77 + 62 + 3,142.0
55 + 97,152.0
67.19 + 11,78.19
19 + 40.3 + 31,90.3
61.9 + 74.94 + 52 + 72.34,261.18
23 + 85,108.0
92.69 + 56 + 28.61,177.3
64.77 + 20 + 55,139.77
56.48 + 6 + 47.81,110.29
73.81 + 59.08,132.89
42 + 39.03 + 79 + 59,219.03
67 + 49.85,116.85
87 + 30 + 90,207.0
90 + 59.18 + 35 + 14,198.18
73 + 11 + 24.69,108.69
80 + 100,180.0
47.06 + 4 + 87 + 56,194.06
17 + 65.15 + 3.76,85.91
84.24 + 4,88.24
27 + 31,58.0
38.47 + 38.0 + 65,141.47
29 + 26 + 88,143.0
82 + 33,115.0
67.45 + 71 + 93.99,232.44
57.96 + 69.37 + 72.45 + 46,245.78
40.78 + 37.13 + 12 + 45,134.91
70.26 + 29 + 98 + 96,293.26
19 + 56 + 16.56 + 15,106.56
2.16 + 40 + 33,75.16
37.54 + 3.31,40.85
57.62 + 49 + 82,188.62
87 + 16.98 + 10.55,114.53
45.54 + 51 + 76.58,173.12
78.12 + 22.51,100.63
66.39 + 43 + 27,136.39
64.3 + 80,144.3
61.25 + 85.64 + 98,244.89
58 + 69,127.0
57 + 94,151.0
81 + 90.39,171.39
77 + 12 + 57 + 89.32,235.32
32.36 + 1,33.36
84.05 + 1.46 + 45,130.51
49.04 + 46,95.04
6 + 23,29.0
29 + 100 + 75.22 + 87,291.22
68 + 59 + 80,207.0
59.02 + 86.22,145.24
91.03 + 28,119.03
35 + 27,62.0
3 + 96 + 90.94 + 99,288.94
47 + 10,57.0
86 + 55 + 56,197.0
58.88 + 62 + 3.46,124.34
64.83 + 82.34,147.17
92.26 + 8,100.26
84.99 + 12 + 97.91,194.9
11.14 + 96 + 7 + 43.49,157.63
58 + 36.02 + 1.55 + 59.0,154.57
66.25 + 84 + 37,187.25
52.13 + 73.06 + 81 + 12,218.19
31.93 + 67.92 + 17 + 86,202.85
14 + 11.29,25.29
42 + 42 + 52,136.0
91 + 19 + 92.71 + 73.75,276.46
32.81 + 84.58 + 94 + 99.36,310.75
89.9 + 87,176.9
68.94 + 17 + 74 + 91.86,251.8
63.38 + 72.66 + 29,165.04
8.41 + 12,20.41
92.36 + 99.49 + 79.21 + 73.02,344.08
66 + 62,128.0
29 + 30.64 + 78.35 + 9.65,147.64
8.74 + 100 + 23 + 55.41,187.15
39 + 92 + 16 + 84.3,231.3
37.26 + 85 + 62,184.26
91 + 25 + 94,210.0
24.05 + 21.88 + 12 + 37,94.93
80 + 29 + 24.29 + 40,173.29
76.48 + 2.04 + 87 + 41,206.52
31.63 + 63 + 49,143.63
11 + 55.86,66.86
68.77 + 44.16,112.93
38.28 + 53 + 16.84,108.12
76 + 9.57 + 59,144.57
95 + 26.02 + 87.74,208.76
70.4 + 60.07,130.47
88.16 + 30.59 + 18.71,137.46
39.88 + 92.49 + 35.02 + 60.35,227.74
81.88 + 9 + 6.65 + 42.84,140.37
10 + 78.69 + 26,114.69
50.96 + 28.38 + 45,124.34
63.82 + 99.9,163.72
34.23 + 20.77,55.0
9.94 + 36,45.94
89 + 70.3 + 48,207.3
76.96 + 30,106.96
1.16 + 20 + 8 + 20,49.16
12 + 78 + 62,152.0
72.35 + 13.16,85.51
10.85 + 77.36 + 13,101.21
46.14 + 18.42,64.56
36.95 + 42.35,79.3
97 + 96 + 2.19,195.19
45 + 98 + 30.46,173.46
75.46 + 8.24,83.7
42 + 31.1,73.1
32 + 60.66,92.66
3 + 38 + 79.58,120.58
58 + 66,124.0
62.3 + 86 + 1 + 39.25,188.55
87 + 10.66 + 59 + 71,227.66
67.47 + 29.55,97.02
42.87 + 71 + 16 + 16.33,146.2
38 + 55 + 30.12 + 48.86,171.98
85.71 + 85,170.71
92.8 + 54.18,146.98
64 + 46 + 68.93,178.93
83.26 + 91 + 9.87,184.13
50.04 + 31 + 1,82.04
35.43 + 98 + 40.5 + 34.55,208.48
97 + 13 + 92.98 + 20,222.98
54 + 2.3,56.3
85.09 + 92 + 56.08 + 59,292.17
87 + 85,172.0
85.32 + 14.19,99.51
22 + 26,48.0
18.83 + 96,114.83
16 + 83.15 + 71.1,170.25
48 + 99 + 73.02 + 49,269.02
28.59 + 96.67 + 83 + 66.39,274.65
39.31 + 44 + 50 + 94.84,228.15
87.27 + 79.87 + 44 + 92,303.14
13.26 + 9 + 62 + 25,109.26
12.49 + 97,109.49
80 + 33 + 30.82,143.82
39 + 14.06 + 68,121.06
40.96 + 41.82 + 35.08,117.86
42.77 + 80,122.77
83.98 + 20,103.98
92.55 + 56 + 49.48 + 35,233.03
71.46 + 22 + 63 + 31.8,188.26
7.14 + 59.39 + 73,139.53
83.13 + 5.96 + 82,171.09
95.71 + 74,169.71
97.46 + 80,177.46
64.2 + 15.64 + 21 + 53.97,154.81
85 + 61.68 + 58 + 69,273.68
98.84 + 3 + 44,145.84
94 + 59 + 55,208.0
94 + 57.55,151.55
93 + 23.83,116.83
69.48 + 79.56 + 96 + 15.55,260.59
29.39 + 91 + 41 + 60,221.39
76.92 + 56.39,133.31
44.06 + 99 + 12.97 + 89.82,245.85
81.03 + 31.63 + 15,127.66
67.68 + 77 + 41,185.68
56 + 47,103.0
52.8 + 85 + 27.71 + 14.06,179.57
17.96 + 94 + 65 + 6,182.96
58.75 + 32 + 12,102.75
63.27 + 91.32 + 53.46,208.05
84.26 + 71.1 + 35 + 29.57,219.93
28.95 + 10,38.95
67 + 20.94 + 75 + 79.67,242.61
18.69 + 74.2 + 27 + 2,121.89
2 + 54 + 40.63,96.63
54 + 19,73.0
5.81 + 50.08 + 79.08 + 78,212.97
82 + 41 + 35.87 + 6.38,165.25
40 + 75.65 + 25.2,140.85
32 + 78.86,110.86
97.63 + 93 + 57,247.63
89 + 59 + 86,234.0
54 + 57 + 52,163.0
44.76 + 34,78.76
93.78 + 26 + 36.7 + 65.74,222.22
2.97 + 4 + 91,97.97
61 + 9.18 + 43.61 + 21.4,135.19
30.86 + 47.58 + 84.15 + 5.11,167.7
48 + 89.69 + 95.54,233.23
7 + 39 + 47.61 + 9,102.61
63.25 + 7,70.25
7.34 + 61.49 + 46.42,115.25
90.0 + 64.29,154.29
91.11 + 18,109.11
45.25 + 56,101.25
64.24 + 76.94,141.18
42.81 + 15.09 + 77.51,135.41
39.79 + 68,107.79
93 + 21.7 + 8,122.7
63.83 + 39.45 + 16 + 59,178.28
75.54 + 45.17 + 59 + 60,239.71
65 + 99.63 + 33.51,198.14
85.12 + 96.9,182.02
29.46 + 10.71 + 22.7,62.87
76.03 + 79.5,155.53
64.15 + 55.3 + 87.63,207.08
75 + 79 + 32,186.0
41 + 53.65 + 48 + 48.09,190.74
23 + 49,72.0
3 + 3.97 + 23.05,30.02
3.1 + 29.61,32.71
21.67 + 16,37.67
42.43 + 67.13 + 51,160.56
73 + 73 + 92,238.0
49 + 50.15 + 63 + 40,202.15
45 + 89,134.0
51.39 + 79.66 + 76 + 19.92,226.97
81.94 + 75.75 + 28 + 27,212.69
73.62 + 15 + 27.09 + 36.8,152.51
59.4 + 38.85,98.25
11.54 + 6 + 80.19 + 11,108.73
51.92 + 79 + 3 + 22,155.92
38 + 28,66.0
18.43 + 9,27.43
9 + 66.58,75.58
50 + 49 + 69.99 + 53.83,222.82
92.79 + 52,144.79
67.32 + 49.82 + 12.12 + 76,205.26
12.04 + 95,107.04
67 + 40.96 + 41.67 + 51.49,201.12
31 + 24 + 66.63 + 33.08,154.71
80.33 + 25.15,105.48
22 + 63 + 93.27 + 98,276.27
13.77 + 7.69 + 10.63,32.09
30 + 12 + 9.39,51.39
78.35 + 2.7,81.05
25.49 + 53.19,78.68
43 + 6.18 + 9.65 + 34,92.83
42 + 16.29 + 97.35 + 19,174.64
26.02 + 29.42,55.44
16 + 76.37 + 71.94,164.31
49 + 37.83 + 61,147.83
54 + 71.81 + 21.82 + 83.94,231.57
80 + 85 + 33.36,198.36
16 + 92.83 + 96,204.83
93.01 + 2 + 22.41 + 34.74,152.16
37 + 8.73,45.73
16 + 56.78 + 74,146.78
9 + 48.52,57.52
78.52 + 78,156.52
59 + 70 + 19 + 52.86,200.86
81 + 72 + 44 + 81.19,278.19
4.81 + 84.68 + 32.93,122.42
41 + 1 + 32.98 + 88.45,163.43
56.29 + 64.51 + 23.35 + 47,191.15
74 + 21.22,95.22
63 + 93.15,156.15
40 + 34.55,74.55
29.52 + 71.68,101.2
94 + 20.96 + 80,194.96
78.55 + 47 + 82.22 + 24,231.77
95 + 96 + 82.61,273.61
33.55 + 16.39,49.94
61 + 55.36 + 68,184.36
39.57 + 90.03,129.6
51.06 + 9 + 56,116.06
82 + 95.66 + 89,266.66
60 + 20,80.0
34.49 + 79 + 22,135.49
46.65 + 72.6 + 50.47,169.72
4 + 86.82 + 15 + 1.77,107.59
79.71 + 93.89,173.6
42 + 53 + 23.32 + 23,141.32
52.85 + 54.33,107.18
28.85 + 69 + 21.71 + 22.11,141.67
43 + 10.57 + 8.42 + 30,91.99
39 + 25 + 54 + 56,174.0
28.83 + 84,112.83
24 + 74.62 + 44 + 11.83,154.45
69 + 87.23 + 34 + 7.54,197.77
88 + 9,97.0
58 + 57 + 13.48,128.48
9 + 73,82.0
21 + 98.14,119.14
23 + 80.23,103.23
19 + 24.73,43.73
46.95 + 21.85 + 91.13 + 71.57,231.5
85 + 79.26 + 54.11 + 92,310.37
43.06 + 58,101.06
19.16 + 72.08 + 49.52 + 8,148.76
96.29 + 68.83 + 5.77,170.89
70.96 + 32.91 + 27,130.87
60 + 17,77.0
19 + 44.49 + 38,101.49
75 + 97.1,172.1
26 + 34 + 91.1 + 41.74,192.84
76 + 54 + 16,146.0
40 + 42.52 + 2.8 + 52.95,138.27
25 + 28.52,53.52
43.89 + 66.09 + 12.79 + 10,132.77
60 + 9,69.0
81.7 + 33.96 + 18 + 38,171.66
12.84 + 5,17.84
50 + 59.09 + 5 + 99.35,213.44
32.29 + 68,100.29
71.89 + 54 + 73,198.89
38.87 + 79 + 13 + 91.68,222.55
88 + 56 + 31.48,175.48
24 + 13.12 + 98 + 42,177.12
83.23 + 23,106.23
17 + 80,97.0
19.4 + 97 + 86 + 15.71,218.11
93 + 76 + 83 + 80.14,332.14
34 + 50 + 41.95,125.95
59.13 + 30 + 89.68 + 14.69,193.5
98 + 13.59 + 25.94,137.53
26 + 70,96.0
38.23 + 19,57.23
6.16 + 28 + 56.86 + 80,171.02
61 + 73,134.0
34.9 + 17.12 + 1.76 + 100,153.78
27.06 + 47 + 88.79 + 75.05,237.9
34.19 + 71.09 + 68 + 39,212.28
27 + 42.38 + 4.78 + 46,120.16
69.45 + 29.02,98.47
78 + 61.94 + 10.32 + 94,244.26
42 + 33 + 5,80.0
62.91 + 98.22 + 78.4 + 9.91,249.44
24.29 + 66.42 + 21,111.71
39.84 + 79.23 + 17,136.07
39 + 77.1,116.1
19 + 95.27 + 24.5 + 65.72,204.49
65 + 61,126.0
61.85 + 16.34 + 23 + 80.83,182.02
72.75 + 11.13,83.88
20 + 97.66 + 2 + 100,219.66
49 + 16.15 + 27.22 + 32.67,125.04
96 + 32,128.0
86.08 + 83 + 82 + 86,337.08
17 + 99.26 + 12,128.26
64.69 + 5.12 + 29.86 + 14,113.67
39 + 58.39 + 45,142.39
26.67 + 71,97.67
88.01 + 52 + 76 + 59,275.01
59.38 + 91.6,150.98
73 + 86 + 27.03,186.03
61 + 40 + 83.01 + 38.77,222.78
13 + 46.76 + 28.52 + 66.82,155.1
99 + 80 + 56,235.0
10 + 75.09 + 73 + 45.69,203.78
89 + 36,125.0
22 + 42 + 9 + 76.88,149.88
71.14 + 76,147.14
86.0 + 82.03 + 10 + 55.65,233.68
75 + 88.23,163.23
46.04 + 50 + 30.79 + 4,130.83
76 + 14.91 + 53.33,144.24
51.15 + 99.64 + 86.07,236.86
42 + 52,94.0
67 + 17 + 57.59,141.59
63.71 + 42.21 + 86.75 + 4.39,197.06
11 + 53,64.0
11.12 + 89,100.12
22 + 25,47.0
5.09 + 77 + 84.83 + 83,249.92
5 + 63.94 + 46,114.94
81 + 81,162.0
87 + 82 + 2.03,171.03
88.67 + 65.2 + 54.5,208.37
69.57 + 46.79 + 81 + 39,236.36
47 + 27 + 30.88 + 6,110.88
65.9 + 2,67.9
21.46 + 53,74.46
59 + 49 + 78 + 42,228.0
57.0 + 38 + 91.99 + 33,219.99
53 + 78.35 + 38.69 + 15.7,185.74
16.33 + 94.45 + 11.8 + 90,212.58
92.95 + 62.51,155.46
12 + 45,57.0
29 + 2 + 22 + 64,117.0
92 + 67.67 + 68.94,228.61
33 + 63.46 + 61,157.46
67 + 18.31 + 39.06 + 16,140.37
8.33 + 95.74,104.07
73 + 7.66 + 17.78,98.44
68.55 + 74.7,143.25
72.89 + 3.29 + 22 + 78.69,176.87
94.28 + 62,156.28
7.12 + 77 + 96 + 41,221.12
16 + 20 + 74.43 + 48.56,158.99
63.96 + 86.01 + 66 + 88.44,304.41
34.43 + 11.3,45.73
28 + 82.22 + 12,122.22
22 + 90.34,112.34
42 + 78.14 + 38,158.14
61.71 + 79 + 35.44,176.15
47 + 17 + 48.33,112.33
97 + 77.21,174.21
82 + 37.25 + 75,194.25
52.34 + 8.26 + 94 + 50.21,204.81
92.63 + 95.82 + 37.0,225.45
97 + 2.88 + 15.79,115.67
99 + 44.51,143.51
28 + 3.75 + 64.22,95.97
75.51 + 80.39 + 71,226.9
2.68 + 54.91,57.59
18 + 15.44,33.44
54 + 64 + 91 + 21,230.0
31.05 + 83 + 43,157.05
21.38 + 7.93,29.31
25.12 + 25.31 + 85.69 + 11,147.12
71 + 84 + 34 + 48.56,237.56
88.11 + 19 + 69,176.11
80.65 + 86,166.65
76 + 61,137.0
76 + 14 + 24,114.0
