Question,Answer
35 - 50.99,-15.99
82.96 - 62,20.96
48.53 - 72.11,-23.58
33.06 - 27,6.06
38.67 - 43,-4.33
36 - 70.5,-34.5
26.83 - 90,-63.17
35 - 39.77,-4.77
22 - 34,-12.0
90.65 - 48,42.65
100 - 43.73,56.27
62.35 - 53.87,8.48
30.57 - 86,-55.43
33 - 51,-18.0
9.56 - 52,-42.44
59.11 - 22,37.11
78 - 31.74,46.26
22 - 83.45,-61.45
12 - 45.1,-33.1
81.53 - 64,17.53
42 - 20,22.0
71.87 - 25.26,46.61
23 - 95.91,-72.91
98 - 77.69,20.31
6.19 - 25.04,-18.85
61 - 65,-4.0
15.99 - 14.74,1.25
13 - 33.64,-20.64
57.67 - 63.03,-5.36
74 - 68,6.0
31.38 - 28.61,2.77
23 - 94.13,-71.13
45 - 94.33,-49.33
53 - 65,-12.0
42 - 3,39.0
89.24 - 4.22,85.02
63 - 91.81,-28.81
9.87 - 58,-48.13
13 - 20,-7.0
35.89 - 30.99,4.9
6.77 - 19.77,-13.0
35.6 - 90,-54.4
18 - 38.62,-20.62
78 - 42,36.0
29 - 59,-30.0
54 - 90.29,-36.29
60.51 - 56.16,4.35
79.31 - 65,14.31
36 - 11.65,24.35
8 - 65,-57.0
54 - 40,14.0
35 - 2.33,32.67
17 - 36.02,-19.02
1.43 - 18.7,-17.27
30 - 86,-56.0
89 - 43.67,45.33
2 - 63.68,-61.68
85 - 50,35.0
96 - 57.67,38.33
8.94 - 78.52,-69.58
26 - 53,-27.0
82.94 - 50,32.94
14 - 16.47,-2.47
18.23 - 61.85,-43.62
60 - 26.86,33.14
56 - 13.83,42.17
19.18 - 51,-31.82
99.69 - 11,88.69
21.03 - 10,11.03
68.06 - 29.01,39.05
14.25 - 41.26,-27.01
80.03 - 35.37,44.66
10.2 - 68.23,-58.03
79.71 - 60.48,19.23
77 - 2,75.0
99.1 - 43.28,55.82
41 - 80,-39.0
68 - 62,6.0
92 - 2.39,89.61
61 - 91,-30.0
45.03 - 42.63,2.4
49.95 - 50,-0.05
23 - 72.61,-49.61
63.61 - 56.0,7.61
71 - 57.99,13.01
18 - 35.66,-17.66
81.83 - 82.52,-0.69
9 - 18,-9.0
44 - 38.71,5.29
77.25 - 13.53,63.72
38.93 - 65.65,-26.72
58 - 12,46.0
18.58 - 54,-35.42
65 - 22.96,42.04
95 - 20,75.0
27 - 48,-21.0
59.01 - 23.95,35.06
10.44 - 20,-9.56
56 - 33,23.0
91.3 - 96.42,-5.12
80 - 16,64.0
45.54 - 6.86,38.68
52 - 46.49,5.51
79 - 19.1,59.9
97 - 85,12.0
3.59 - 31.17,-27.58
2.71 - 60,-57.29
63 - 17.34,45.66
51 - 80.9,-29.9
29 - 86.01,-57.01
94.46 - 74,20.46
3.4 - 17,-13.6
59 - 54,5.0
24.77 - 76,-51.23
89.4 - 55.96,33.44
7.63 - 23.44,-15.81
98 - 27.04,70.96
33.02 - 26.55,6.47
34.48 - 57.47,-22.99
6 - 99,-93.0
98.27 - 70,28.27
15.08 - 84.87,-69.79
3.86 - 78,-74.14
22 - 52.57,-30.57
29.4 - 2,27.4
37 - 96,-59.0
94 - 56,38.0
73 - 27,46.0
65.85 - 61.94,3.91
36.61 - 99.06,-62.45
2 - 57,-55.0
72.18 - 91.0,-18.82
40.54 - 31,9.54
98.06 - 47.06,51.0
20 - 72.01,-52.01
37.49 - 71.99,-34.5
31 - 20.12,10.88
75.61 - 11,64.61
2.74 - 53.71,-50.97
11.25 - 14.64,-3.39
99.81 - 12.5,87.31
33 - 12,21.0
98.43 - 40,58.43
94 - 25.6,68.4
42 - 1,41.0
3 - 89.17,-86.17
28 - 86,-58.0
20.76 - 18.45,2.31
31 - 76.43,-45.43
60 - 24.83,35.17
30.55 - 57,-26.45
32.15 - 14,18.15
64 - 5,59.0
4.91 - 28.75,-23.84
55 - 54,1.0
49.65 - 5,44.65
48.07 - 64,-15.93
9 - 19.62,-10.62
57 - 50,7.0
20 - 63,-43.0
9.36 - 64,-54.64
92 - 13,79.0
99.33 - 55,44.33
67 - 43.98,23.02
96 - 40.72,55.28
85.11 - 75.86,9.25
20.66 - 61.17,-40.51
66 - 17,49.0
45 - 68,-23.0
69 - 85.1,-16.1
34 - 83.63,-49.63
35.34 - 50,-14.66
46.49 - 58.86,-12.37
21.71 - 28.63,-6.92
27.2 - 93,-65.8
48.83 - 31.7,17.13
66.11 - 18,48.11
89 - 35,54.0
30.9 - 92.87,-61.97
14.9 - 75.87,-60.97
31 - 84.94,-53.94
27.08 - 59,-31.92
74 - 25,49.0
79.26 - 26.17,53.09
84.45 - 72.46,11.99
20.98 - 44.87,-23.89
59 - 16.86,42.14
19 - 50,-31.0
84.64 - 75.39,9.25
99 - 25,74.0
55 - 17.83,37.17
34.2 - 96,-61.8
83.58 - 40,43.58
4.11 - 33.2,-29.09
13 - 3,10.0
69.29 - 71,-1.71
82 - 73,9.0
79 - 70.25,8.75
57.77 - 30,27.77
68.03 - 80,-11.97
7.9 - 17,-9.1
8.23 - 63,-54.77
52 - 21,31.0
49.44 - 71.37,-21.93
26 - 77.57,-51.57
10.76 - 50.76,-40.0
63.56 - 70,-6.44
6 - 92.74,-86.74
5 - 56.17,-51.17
54.08 - 74,-19.92
58 - 92.39,-34.39
49.14 - 59,-9.86
47.31 - 72.05,-24.74
38.39 - 72,-33.61
51.37 - 51.98,-0.61
10.29 - 14.38,-4.09
90.9 - 35.11,55.79
49 - 34.3,14.7
91 - 28,63.0
50.82 - 37.75,13.07
80.05 - 27,53.05
61.75 - 1,60.75
47 - 80,-33.0
67.79 - 25.23,42.56
50 - 94.9,-44.9
17 - 68.72,-51.72
43.61 - 63.37,-19.76
97 - 37,60.0
5.28 - 16.34,-11.06
3 - 55,-52.0
14 - 50,-36.0
68 - 82,-14.0
76 - 50,26.0
6 - 54,-48.0
6.61 - 49.48,-42.87
67.31 - 81,-13.69
86.25 - 39,47.25
50 - 27.71,22.29
94.73 - 22.19,72.54
14.24 - 63.0,-48.76
90.96 - 42,48.96
28.24 - 20.83,7.41
88.05 - 55,33.05
38 - 4.26,33.74
62.3 - 21,41.3
74 - 22,52.0
93.85 - 85,8.85
25 - 70,-45.0
7.42 - 14.84,-7.42
21.54 - 58,-36.46
39 - 55,-16.0
49 - 35.27,13.73
58 - 12,46.0
5.25 - 23,-17.75
73 - 11.35,61.65
24 - 89.3,-65.3
13 - 42.9,-29.9
78 - 19.63,58.37
25.96 - 38.69,-12.73
50.72 - 61.15,-10.43
5 - 84,-79.0
36.47 - 20,16.47
60 - 76,-16.0
63.4 - 39.62,23.78
7 - 29.3,-22.3
70.98 - 18,52.98
15.43 - 24,-8.57
53 - 93.97,-40.97
42.79 - 47,-4.21
42 - 38.62,3.38
47.34 - 80,-32.66
50 - 82.62,-32.62
49 - 4,45.0
74 - 7,67.0
12 - 50.1,-38.1
52 - 77.77,-25.77
30 - 88.59,-58.59
25.3 - 9.33,15.97
12 - 3.88,8.12
57.38 - 74,-16.62
8.97 - 69,-60.03
22 - 86.42,-64.42
70 - 68,2.0
33 - 55.67,-22.67
65.15 - 97,-31.85
36.02 - 8,28.02
89 - 85.8,3.2
37 - 95,-58.0
24.01 - 20,4.01
78.52 - 12.5,66.02
23.47 - 73,-49.53
18.7 - 79,-60.3
22 - 33,-11.0
10.29 - 68.79,-58.5
31.65 - 54,-22.35
67 - 62.6,4.4
47.05 - 68.43,-21.38
41.16 - 9,32.16
2.45 - 52.52,-50.07
89.6 - 19,70.6
1 - 19.99,-18.99
11.46 - 88,-76.54
4.49 - 36,-31.51
97 - 77.96,19.04
56 - 21.7,34.3
9 - 35,-26.0
83.57 - 18,65.57
34 - 35.24,-1.24
69.46 - 99,-29.54
76.33 - 20,56.33
100 - 65,35.0
13 - 33,-20.0
7.86 - 100,-92.14
33 - 34.19,-1.19
56.8 - 74.52,-17.72
56 - 58,-2.0
62.43 - 62.77,-0.34
94 - 66.9,27.1
55.27 - 77.34,-22.07
91.31 - 16,75.31
92 - 6.93,85.07
23 - 15.86,7.14
13 - 3,10.0
27 - 82.5,-55.5
22.59 - 28.84,-6.25
47 - 94.34,-47.34
35.6 - 70.44,-34.84
37 - 46.03,-9.03
86.2 - 50,36.2
31 - 91.8,-60.8
4.81 - 38.27,-33.46
99 - 65,34.0
36 - 74.13,-38.13
64 - 16,48.0
41.72 - 8.79,32.93
44.52 - 38.03,6.49
97.82 - 88,9.82
60 - 54.53,5.47
63 - 34,29.0
77.67 - 84,-6.33
12.49 - 95.48,-82.99
71.39 - 49.89,21.5
44.68 - 70.35,-25.67
73.94 - 80.77,-6.83
8.23 - 60,-51.77
58.08 - 86,-27.92
69 - 28.53,40.47
24.53 - 1,23.53
58 - 5.49,52.51
3.41 - 98,-94.59
55.8 - 92,-36.2
99.43 - 62.78,36.65
41 - 4.56,36.44
48 - 51,-3.0
71 - 1,70.0
40 - 96,-56.0
94.42 - 69.44,24.98
44.16 - 29.43,14.73
6.54 - 26,-19.46
59 - 95.42,-36.42
47 - 53,-6.0
62.25 - 62.21,0.04
79 - 91.82,-12.82
69.36 - 90.04,-20.68
57 - 48.83,8.17
45 - 4,41.0
28.12 - 48.44,-20.32
89 - 77.21,11.79
16 - 81.1,-65.1
4.23 - 7.05,-2.82
47.94 - 51.16,-3.22
66.81 - 61.38,5.43
45.56 - 89.47,-43.91
67 - 6,61.0
89 - 54.12,34.88
3 - 16.28,-13.28
22 - 82.05,-60.05
41 - 28,13.0
98 - 63,35.0
4 - 40,-36.0
68 - 82.25,-14.25
70.49 - 54,16.49
32 - 86.63,-54.63
65.99 - 33.01,32.98
24.34 - 9,15.34
30.77 - 7,23.77
75 - 3.79,71.21
79.63 - 48,31.63
98 - 27,71.0
17.25 - 75,-57.75
42.95 - 34,8.95
36 - 3.3,32.7
82 - 35.63,46.37
55.16 - 57.75,-2.59
65.51 - 29.58,35.93
44 - 44,0.0
50.39 - 44.53,5.86
21.26 - 19,2.26
76 - 97.03,-21.03
2.17 - 52,-49.83
81.69 - 72.05,9.64
33 - 97.76,-64.76
77.65 - 45,32.65
59 - 1,58.0
43.47 - 43.2,0.27
43 - 92,-49.0
91.1 - 61,30.1
1.07 - 54,-52.93
48.85 - 46.28,2.57
56 - 63,-7.0
50 - 22,28.0
41.3 - 17.75,23.55
48.42 - 12.57,35.85
10 - 40,-30.0
41.32 - 9,32.32
86 - 7,79.0
40.1 - 82.09,-41.99
33.35 - 70.89,-37.54
26.8 - 92,-65.2
43 - 37.78,5.22
89 - 87,2.0
84.84 - 32.98,51.86
14 - 78.23,-64.23
5 - 5,0.0
92.38 - 28.88,63.5
53.8 - 92.7,-38.9
52.76 - 18.72,34.04
80.95 - 37,43.95
22.86 - 76,-53.14
9 - 86,-77.0
89.75 - 22.27,67.48
19.2 - 88,-68.8
41.49 - 55,-13.51
90.94 - 85.67,5.27
64 - 69,-5.0
24 - 46,-22.0
62.62 - 27,35.62
42 - 37,5.0
1 - 24,-23.0
35 - 92,-57.0
74.22 - 60.53,13.69
65 - 15,50.0
2.55 - 43.56,-41.01
86 - 65.62,20.38
31.62 - 63.24,-31.62
53.44 - 66.92,-13.48
74.76 - 62.78,11.98
7.8 - 51.68,-43.88
78.21 - 41,37.21
9 - 47.13,-38.13
19.21 - 39.53,-20.32
49 - 44,5.0
38 - 41,-3.0
43 - 75,-32.0
49.21 - 30.1,19.11
78 - 22,56.0
86 - 97.43,-11.43
6.98 - 93.93,-86.95
43 - 60.5,-17.5
73 - 58,15.0
85 - 51,34.0
37.45 - 33.74,3.71
50 - 48,2.0
55.17 - 99.83,-44.66
11.05 - 94,-82.95
74 - 51,23.0
56.42 - 51.7,4.72
19.25 - 89.17,-69.92
39.53 - 23,16.53
40.99 - 71.35,-30.36
53 - 9.7,43.3
52 - 66.05,-14.05
34 - 22,12.0
62.12 - 65,-2.88
70 - 19.54,50.46
55.22 - 7,48.22
87.46 - 68.21,19.25
94.45 - 62.15,32.3
78 - 55,23.0
29.02 - 74.15,-45.13
82 - 1,81.0
18 - 36.4,-18.4
90.2 - 93.26,-3.06
51.18 - 55.95,-4.77
53 - 35.72,17.28
39.05 - 97.62,-58.57
38.54 - 26,12.54
83.97 - 17,66.97
40.61 - 60.65,-20.04
92.74 - 5.31,87.43
74.05 - 69.18,4.87
29 - 86,-57.0
91.27 - 71.78,19.49
70.64 - 97,-26.36
59 - 30.05,28.95
76 - 6,70.0
83 - 23,60.0
76.06 - 95,-18.94
42.13 - 96.37,-54.24
76 - 35,41.0
67 - 92.59,-25.59
77 - 24,53.0
67.49 - 63,4.49
57.54 - 90,-32.46
9 - 91,-82.0
37.61 - 30,7.61
34 - 99,-65.0
63 - 28.35,34.65
32.73 - 56.43,-23.7
45.62 - 34.03,11.59
59 - 10,49.0
21 - 47.01,-26.01
80.35 - 4.73,75.62
70.28 - 35,35.28
37 - 24,13.0
63.51 - 15.98,47.53
53.46 - 86,-32.54
40 - 94,-54.0
24 - 45.64,-21.64
88 - 86.01,1.99
99 - 85.85,13.15
60.2 - 31.07,29.13
26.46 - 57,-30.54
70.34 - 4,66.34
17 - 34.41,-17.41
96.14 - 22.2,73.94
6.9 - 23.11,-16.21
2.99 - 20.64,-17.65
32.31 - 79.33,-47.02
35.45 - 83,-47.55
63.89 - 85.84,-21.95
46 - 91.01,-45.01
71 - 2,69.0
46.59 - 57,-10.41
71.02 - 62.75,8.27
63 - 29,34.0
77.4 - 91,-13.6
13.89 - 55,-41.11
67 - 99,-32.0
16 - 30,-14.0
11 - 81.46,-70.46
19 - 29.25,-10.25
58.16 - 18,40.16
22 - 94,-72.0
38.44 - 66,-27.56
36 - 40.25,-4.25
43.09 - 3,40.09
93 - 92,1.0
77 - 1.34,75.66
92 - 95,-3.0
29.85 - 31,-1.15
68 - 17.84,50.16
81.33 - 90,-8.67
38 - 52.31,-14.31
81.44 - 97.27,-15.83
4 - 72,-68.0
32.61 - 86,-53.39
82.56 - 34.06,48.5
78 - 1.43,76.57
71 - 68,3.0
64.84 - 5.1,59.74
21 - 78,-57.0
17 - 73.74,-56.74
82.81 - 88,-5.19
56.72 - 86.94,-30.22
20.35 - 35.34,-14.99
23 - 61,-38.0
53 - 54.55,-1.55
76 - 47,29.0
13.3 - 54.35,-41.05
97 - 21.99,75.01
53 - 86.61,-33.61
67 - 61.72,5.28
40.73 - 15,25.73
6 - 28,-22.0
64.62 - 74,-9.38
92.72 - 10.56,82.16
18 - 55.46,-37.46
82.13 - 53,29.13
92 - 42,50.0
2.46 - 35.65,-33.19
71.23 - 97,-25.77
79.19 - 21.09,58.1
63.47 - 85.34,-21.87
36 - 1.93,34.07
27 - 70,-43.0
37.32 - 98.62,-61.3
60 - 82.29,-22.29
29 - 35,-6.0
49.75 - 21.0,28.75
36 - 38.85,-2.85
82 - 90,-8.0
13.43 - 44,-30.57
38.48 - 47,-8.52
54 - 26,28.0
85 - 25.88,59.12
48 - 99,-51.0
91 - 17,74.0
4.94 - 43,-38.06
31 - 43,-12.0
53.36 - 72.22,-18.86
14 - 50.17,-36.17
7.5 - 28.2,-20.7
66.78 - 82.73,-15.95
13 - 39.09,-26.09
89 - 21.53,67.47
97.13 - 54.32,42.81
98.7 - 40,58.7
86 - 89,-3.0
35.4 - 69,-33.6
22.36 - 87.22,-64.86
73.86 - 6,67.86
72 - 30,42.0
94 - 8.36,85.64
18.17 - 50,-31.83
4.19 - 13.99,-9.8
6.76 - 45,-38.24
24.01 - 73.47,-49.46
26.1 - 89.37,-63.27
73 - 83.14,-10.14
